   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
              0.9139,             0.79238,             0.86908,             0.40553,            0.047302,            0.013159,                   0,             0.01291,             0.01123,             0.92385,             0.00045,              3.1883,             0.59058,             0.08864,              0.0494,             0.42009,                1.07,             0.91666,               1.016,                 0.5,              3.8878,                   0,             0.01087,             0.68784,             0.48148,                   0,             0.13536,             0.33724,                   0,                   0,                   0,                 0.5,             0.74992,                   0,                   0,              2.9726
             0.91119,             0.75726,             0.84736,             0.38929,            0.051337,             0.01421,                   0,             0.01178,             0.01427,             0.90904,             0.00042,              2.8209,             0.48656,             0.08838,             0.05274,             0.35606,             0.97465,             0.92136,              1.0131,                 0.5,              3.8598,                   0,             0.01094,             0.68688,             0.47504,                   0,             0.13536,             0.36643,                   0,                   0,                   0,                 0.5,             0.89399,                   0,                   0,                   2
             0.91784,             0.77017,             0.85831,             0.38444,            0.048287,             0.01324,                   0,             0.01305,             0.01147,             0.92377,             0.00045,              3.2525,             0.59161,             0.08938,             0.04933,             0.41803,              1.0594,             0.91476,              1.0109,                 0.5,              3.8359,                   0,             0.01103,             0.69273,              0.4837,                   0,             0.13676,             0.33623,                   0,                   0,                   0,                 0.5,             0.74242,                   0,                   0,              2.8539
             0.90433,             0.79238,             0.86601,             0.40435,            0.050728,            0.014234,                   0,             0.01289,             0.01279,             0.93168,              0.0005,              2.9417,             0.58707,             0.08823,              0.0521,             0.41778,              1.0402,             0.92136,              1.1144,                 0.5,              3.8878,                   0,             0.01053,             0.83131,             0.47712,                   0,             0.14681,             0.29954,                   0,                   0,                   0,                 0.5,             0.48718,                   0,                   0,                   2
              0.9161,             0.76886,             0.85669,             0.38244,            0.048364,            0.014194,                   0,              0.0133,             0.01025,             0.92377,             0.00046,              3.6483,             0.58707,             0.08838,             0.04933,             0.42657,              1.1959,             0.96845,              1.0131,                 0.5,              3.7825,                   0,             0.01094,             0.75632,             0.45709,                   0,             0.13508,             0.33623,                   0,                   0,                   0,                 0.5,              0.8053,                   0,                   0,              3.7668
             0.89498,             0.75588,             0.83765,             0.37302,            0.040831,            0.011849,                   0,             0.00932,             0.01145,                0.98,             0.00049,              3.1862,             0.49605,             0.10128,              0.0435,              0.2742,              1.0668,             0.79426,              1.1312,                 0.5,              3.6351,                   0,             0.00911,             0.76595,             0.42684,                   0,             0.14135,             0.33623,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              4.6089
             0.90201,             0.77534,             0.85278,             0.39216,            0.046995,            0.013787,                   0,             0.01309,             0.01135,             0.92377,             0.00045,              3.1177,             0.58733,             0.08838,              0.0485,             0.41963,              1.0457,             0.93212,              1.0256,                 0.5,              3.8516,                   0,             0.01094,             0.67349,             0.48058,                   0,             0.13694,             0.33434,                   0,                   0,                   0,                 0.5,             0.75274,                   0,                   0,              2.9114
             0.89599,             0.78102,             0.84986,             0.38129,            0.048405,            0.013654,                   0,             0.01344,             0.01116,             0.91787,             0.00045,              3.1199,             0.58329,             0.08838,             0.04899,             0.41176,              1.0872,             0.95611,              0.9892,                 0.5,              3.7716,                   0,             0.01088,             0.71802,             0.47752,                   0,             0.13126,             0.33484,                   0,                   0,                   0,                 0.5,             0.71881,                   0,                   0,              2.9434
             0.88874,             0.78389,             0.85809,             0.38484,            0.049881,            0.016413,                   0,             0.01749,             0.01192,             0.87586,             0.00041,              3.8728,             0.55423,             0.11172,             0.04933,             0.47019,             0.91518,               1.084,             0.95595,                 0.5,              4.4816,                   0,             0.01178,             0.74391,             0.50998,                   0,             0.13536,             0.37353,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.3703
              0.9035,             0.75938,             0.83766,             0.38916,            0.051037,            0.010554,                   0,             0.01501,                0.01,             0.86445,             0.00046,              3.1862,             0.70496,             0.10549,              0.0539,             0.47367,             0.90976,             0.92136,             0.71128,                 0.5,              3.1529,                   0,             0.01095,              0.6915,              0.4558,                   0,             0.11222,              0.3262,                   0,                   0,                   0,                 0.5,             0.85621,                   0,                   0,              3.0888
             0.90083,             0.74939,             0.82538,             0.37006,            0.042785,            0.011595,                   0,             0.00697,             0.01192,             0.91969,             0.00036,              3.5199,             0.45036,             0.09266,             0.04309,             0.30857,              1.3129,               0.873,             0.77338,                 0.5,              3.8714,                   0,             0.01113,             0.68688,              0.4837,                   0,             0.20414,             0.32679,                   0,                   0,                   0,                 0.5,             0.54183,                   0,                   0,              3.3755
             0.91927,             0.78345,             0.86404,             0.38838,            0.045645,             0.01384,                   0,             0.01296,             0.01109,             0.92811,             0.00045,              3.1227,             0.57691,             0.09164,             0.04745,             0.42004,              1.0668,             0.95212,              1.0294,                 0.5,              3.8899,                   0,             0.01124,             0.68688,             0.49798,                   0,              0.1333,             0.33622,                   0,                   0,                   0,                 0.5,              0.7698,                   0,                   0,              2.9001
             0.90459,              0.7721,             0.85735,             0.39297,            0.046993,            0.013601,                   0,             0.01317,             0.01144,             0.92377,             0.00045,              3.0745,             0.58216,             0.09148,             0.04901,             0.42557,              1.0831,             0.93412,              1.0131,                 0.5,               3.869,                   0,             0.01079,              0.6931,              0.4703,                   0,             0.13552,              0.3266,                   0,                   0,                   0,                 0.5,             0.71266,                   0,                   0,              2.9294
             0.91981,              0.7907,              0.8715,              0.4031,            0.046255,            0.013015,                   0,             0.01286,             0.01136,             0.92377,             0.00045,              3.1862,             0.58707,             0.08627,             0.04838,              0.4126,              1.0558,             0.90981,              1.0112,                 0.5,              3.8878,                   0,             0.01121,             0.66989,              0.4783,                   0,             0.13536,             0.33789,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.9434
             0.91265,             0.77955,             0.84474,             0.37825,            0.048967,            0.014279,                   0,             0.01354,             0.01126,                0.98,             0.00066,              3.1862,             0.73816,              0.1006,             0.04933,              0.3752,             0.90901,             0.88968,              1.1485,                 0.5,              3.9096,                   0,             0.01162,             0.68688,              0.4764,                   0,             0.13536,             0.33623,                   0,                   0,                   0,                 0.5,             0.69197,                   0,                   0,              2.9434
             0.89539,             0.75182,             0.82574,             0.37444,            0.044414,            0.007678,                   0,             0.00999,             0.01219,             0.92377,             0.00045,              3.6623,             0.58707,             0.07779,             0.04754,             0.35805,              1.0668,             0.65929,             0.72234,                 0.5,              3.7331,                   0,             0.01094,             0.73884,             0.55277,                   0,             0.14562,             0.26409,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              5.7607
             0.91634,             0.76395,              0.8577,             0.38619,             0.04918,            0.013596,                   0,             0.01447,             0.01126,             0.92377,             0.00044,              3.0591,             0.65159,               0.095,             0.04933,             0.38129,              1.0668,             0.86362,              1.0643,                 0.5,              3.9162,                   0,              0.0127,              0.6867,             0.46858,                   0,             0.15497,                0.33,                   0,                   0,                   0,                 0.5,             0.81448,                   0,                   0,              2.1406
             0.91178,             0.77453,             0.85618,             0.38859,            0.048203,            0.013479,                   0,             0.01289,             0.01114,             0.92377,             0.00045,              3.2458,             0.59458,             0.08838,             0.04933,             0.43018,              1.0461,             0.92136,              1.0131,                 0.5,              3.8444,                   0,             0.01094,             0.66615,             0.48254,                   0,             0.13473,             0.33623,                   0,                   0,                   0,                 0.5,             0.73776,                   0,                   0,              3.0485
             0.90209,             0.76561,             0.83634,             0.37901,            0.048591,            0.012476,                   0,             0.01124,             0.01193,             0.94224,             0.00045,              3.1862,             0.57458,             0.09347,             0.05003,             0.37526,              1.0668,             0.93141,             0.84071,                 0.5,              3.8878,                   0,             0.01201,             0.68688,                0.55,                   0,             0.10383,             0.41917,                   0,                   0,                   0,                 0.5,             0.76623,                   0,                   0,              2.7935
              0.9164,             0.78427,             0.85849,             0.39531,            0.042313,            0.013454,                   0,             0.01399,             0.01194,             0.91567,             0.00045,              3.4693,             0.66181,             0.09075,             0.04344,             0.42004,             0.95201,             0.93079,              1.0054,                 0.5,              3.5907,                   0,             0.01094,             0.70438,             0.44837,                   0,             0.14413,             0.36529,                   0,                   0,                   0,                 0.5,             0.73997,                   0,                   0,               2.401
             0.91642,               0.794,             0.86806,             0.40089,            0.045632,            0.013143,                   0,             0.01267,             0.01134,             0.92377,             0.00047,              3.2749,             0.60514,             0.08838,             0.04799,             0.42541,              1.0638,             0.92082,              1.0001,                 0.5,              3.8714,                   0,             0.01109,             0.70901,             0.48162,                   0,             0.13424,             0.33623,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.7797
             0.90684,               0.794,             0.85842,             0.39168,            0.045514,            0.013404,                   0,             0.01286,             0.01126,             0.93448,             0.00045,              3.0324,             0.64323,             0.08838,             0.04709,             0.43511,              0.9742,             0.87713,              1.0876,                 0.5,              4.0953,                   0,             0.01119,             0.68688,             0.37195,                   0,             0.14183,             0.33151,                   0,                   0,                   0,                 0.5,             0.77204,                   0,                   0,              2.9434
              0.8885,             0.75831,             0.83267,             0.36636,            0.043717,            0.014879,                   0,             0.00696,             0.01207,                0.98,             0.00045,              3.7624,             0.58707,             0.09678,             0.04383,             0.36476,             0.86947,             0.79051,              1.6631,                 0.5,              3.3493,                   0,             0.01206,             0.81805,             0.44477,                   0,             0.11841,             0.41577,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              4.3547
             0.88848,             0.75912,             0.83423,             0.36154,            0.048742,            0.011869,                   0,              0.0156,                0.01,                0.98,             0.00047,              2.8314,             0.58707,             0.11323,             0.04933,             0.42004,              1.0668,             0.78663,              1.0995,                 0.5,              3.2998,                   0,             0.00914,             0.84369,             0.56553,                   0,             0.14663,             0.35422,                   0,                   0,                   0,                 0.5,             0.54948,                   0,                   0,                   2
             0.90774,             0.78198,             0.86233,             0.39033,            0.055892,            0.013177,                   0,             0.01309,             0.01083,             0.89377,             0.00045,              3.7325,             0.55186,             0.08864,             0.05737,             0.38583,              1.2183,             0.88048,              0.9858,                 0.5,                4.24,                   0,             0.01086,             0.61905,             0.42789,                   0,             0.13536,             0.32851,                   0,                   0,                   0,                 0.5,             0.72913,                   0,                   0,              2.9434
             0.90621,             0.77859,             0.85149,             0.39772,            0.046384,            0.013804,                   0,             0.01261,             0.01126,             0.91982,             0.00046,              3.1781,             0.57323,             0.08961,             0.04745,             0.43298,              1.0588,             0.94254,              1.0127,                 0.5,              3.8795,                   0,             0.01085,             0.71825,             0.49108,                   0,             0.13725,             0.33473,                   0,                   0,                   0,                 0.5,             0.75747,                   0,                   0,              2.8915
             0.89951,             0.77453,             0.85705,             0.38883,            0.040509,            0.013558,                   0,             0.01289,             0.01046,                0.98,             0.00048,              3.6495,             0.49344,             0.07994,             0.04275,             0.34015,              0.9283,             0.97802,              1.0813,                 0.5,              3.0487,                   0,             0.01768,             0.82085,             0.54742,                   0,             0.10801,             0.22485,                   0,                   0,                   0,                 0.5,             0.97594,                   0,                   0,              2.9434
             0.92247,             0.78832,             0.86938,             0.40417,             0.04906,            0.017218,                   0,             0.01387,             0.01291,             0.93671,             0.00045,              3.0218,             0.49806,             0.08281,             0.05062,              0.3662,              1.0668,                1.12,              1.0396,                 0.5,              4.3746,                   0,             0.01294,             0.70023,              0.4837,                   0,              0.0953,             0.29141,                   0,                   0,                   0,                 0.5,             0.79543,                   0,                   0,                   2
             0.90377,             0.77616,             0.85338,             0.38647,            0.048066,             0.01344,                   0,             0.01311,             0.01126,             0.91551,             0.00047,              3.2062,             0.58707,             0.09109,             0.05002,             0.42494,              1.0617,             0.91041,              1.0131,                 0.5,              3.8878,                   0,             0.01093,             0.70384,             0.46945,                   0,             0.13026,             0.33908,                   0,                   0,                   0,                 0.5,             0.80022,                   0,                   0,              3.0347
             0.90836,             0.78345,             0.86978,              0.3853,            0.048441,            0.014602,                   0,             0.01307,             0.01126,             0.92648,             0.00045,              3.5137,             0.66333,                0.07,             0.04933,             0.39307,              1.0668,              1.0747,             0.89206,                 0.5,              4.1483,                   0,              0.0094,             0.61534,             0.52489,                   0,             0.10999,             0.34482,                   0,                   0,                   0,                 0.5,             0.91609,                   0,                   0,              3.3002
             0.90685,             0.78183,             0.84759,             0.37685,            0.045813,            0.011549,                   0,             0.01092,             0.01065,                0.98,             0.00043,              2.9799,             0.68106,             0.07544,             0.04617,             0.42004,              1.0668,             0.92136,             0.73464,                 0.5,                3.88,                   0,             0.01335,             0.60601,             0.67638,                   0,             0.18617,             0.29853,                   0,                   0,                   0,                 0.5,             0.53299,                   0,                   0,              2.6897
             0.91734,             0.77859,             0.85035,             0.38828,            0.054197,            0.014451,                   0,             0.01307,              0.0117,             0.92377,             0.00047,              3.2478,             0.58707,             0.08599,             0.05501,             0.41804,              1.0668,             0.94947,              1.0131,                 0.5,              3.7846,                   0,             0.01094,             0.68688,             0.53744,                   0,             0.12327,             0.32985,                   0,                   0,                   0,                 0.5,             0.72614,                   0,                   0,              2.0423
             0.89165,             0.80095,             0.85887,             0.39694,            0.047973,            0.018093,                   0,             0.01228,                0.01,             0.90586,             0.00048,              3.4266,             0.61878,             0.07888,             0.04948,             0.41042,              1.3691,              1.1255,              1.1007,                 0.5,              4.6331,                   0,             0.00969,             0.63143,             0.46453,                   0,             0.14805,             0.33623,                   0,                   0,                   0,                 0.5,             0.74456,                   0,                   0,              2.7511
             0.92003,             0.77129,             0.84755,             0.39307,            0.047527,            0.013457,                   0,             0.01289,             0.01126,             0.91869,             0.00045,              3.3284,             0.55741,             0.08838,             0.04924,             0.37002,               1.096,             0.92136,              0.9816,                 0.5,               4.015,                   0,             0.01095,             0.64839,              0.4952,                   0,             0.13703,             0.32948,                   0,                   0,                   0,                 0.5,             0.77379,                   0,                   0,              2.9434
             0.89971,             0.75671,             0.83478,             0.36242,            0.049853,            0.014289,                   0,             0.01109,             0.01164,             0.91069,             0.00056,              3.5858,             0.44322,             0.09656,             0.04933,             0.29277,              1.1346,             0.89264,              1.1019,                 0.5,              3.8878,                   0,             0.00881,             0.69433,             0.42747,                   0,             0.11839,             0.39938,                   0,                   0,                   0,                 0.5,             0.80211,                   0,                   0,              4.2774
             0.87512,             0.78409,             0.84505,             0.39271,            0.042635,             0.01601,                   0,             0.01424,             0.01151,             0.97593,             0.00053,              2.0603,             0.64051,             0.07026,             0.04453,             0.22627,              1.2137,               1.134,              1.0131,                 0.5,              3.5852,                   0,             0.01304,             0.83364,             0.50078,                   0,             0.13536,             0.42928,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.9434
             0.88855,             0.76301,             0.84833,             0.37348,            0.049132,            0.018726,                   0,             0.01252,             0.01463,             0.92675,             0.00066,              3.7752,             0.58707,             0.08838,             0.04933,             0.47601,              1.0668,              1.1167,              1.2245,                 0.5,              4.0369,                   0,             0.01161,             0.68593,             0.50377,                   0,             0.12308,             0.42582,                   0,                   0,                   0,                 0.5,             0.85778,                   0,                   0,              2.9732
             0.90545,             0.76399,             0.85618,             0.39065,            0.043159,            0.013124,                   0,             0.01289,             0.01075,             0.92377,             0.00051,              3.6713,             0.50964,              0.0799,             0.04386,             0.33438,              1.0961,             0.84464,              1.0959,                 0.5,              4.3899,                   0,             0.01409,             0.77175,             0.41547,                   0,             0.11969,             0.33623,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,               3.116
             0.89833,             0.78751,               0.859,             0.39748,             0.04756,             0.01354,                   0,             0.01281,             0.01128,             0.92802,             0.00045,               3.135,             0.58707,             0.08871,             0.04953,             0.42029,              1.0668,             0.92136,              1.0181,                 0.5,              3.8544,                   0,             0.01112,             0.69763,             0.47894,                   0,             0.13765,             0.33623,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.9434
              0.9165,             0.79643,             0.85697,             0.39427,            0.052951,            0.015743,                   0,              0.0142,             0.01085,             0.91669,             0.00047,              2.3588,             0.67159,             0.07226,             0.05514,             0.34498,              1.0668,             0.94823,              1.2374,                 0.5,              3.8878,                   0,             0.00978,             0.68688,             0.48315,                   0,             0.13536,             0.32823,                   0,                   0,                   0,                 0.5,             0.80284,                   0,                   0,                   2
             0.90073,             0.77271,             0.84846,             0.37627,            0.044018,            0.011799,                   0,             0.01161,                0.01,             0.96603,             0.00045,              2.9154,             0.62125,             0.08066,             0.04533,              0.4488,               1.146,             0.82078,              1.0131,                 0.5,              3.6525,                   0,             0.01207,             0.68688,              0.4837,                   0,             0.12846,             0.36655,                   0,                   0,                   0,                 0.5,              0.8134,                   0,                   0,              4.2055
             0.90912,             0.79157,             0.86481,             0.40024,            0.047086,            0.016492,                   0,             0.01335,             0.01245,             0.93439,             0.00059,              3.6831,             0.85598,             0.08838,             0.04933,             0.51533,              1.0678,              1.0995,              1.0531,                 0.5,               3.959,                   0,             0.01094,             0.69305,             0.50986,                   0,             0.13446,             0.32969,                   0,                   0,                   0,                 0.5,             0.75968,                   0,                   0,               3.318
             0.92109,             0.76723,             0.85619,             0.39879,            0.047665,            0.013319,                   0,             0.01284,             0.01132,             0.92377,             0.00045,                3.16,             0.58707,             0.08795,             0.04933,             0.41391,              1.0805,             0.92136,               1.002,                 0.5,              3.8878,                   0,             0.01102,             0.69478,             0.48209,                   0,             0.13564,             0.34365,                   0,                   0,                   0,                 0.5,             0.75614,                   0,                   0,              2.9853
             0.88482,               0.785,             0.85676,             0.39064,            0.048245,            0.013848,                   0,             0.01289,             0.01056,             0.89917,              0.0004,              3.0577,             0.55903,             0.09163,             0.04933,             0.40385,              1.0984,             0.92309,              1.0131,                 0.5,               4.121,                   0,             0.01192,             0.68688,             0.48369,                   0,              0.1368,             0.32847,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.7367
              0.9067,             0.78815,             0.86123,             0.41101,            0.040535,            0.014047,                   0,             0.01289,                0.01,             0.95939,             0.00048,              2.7162,             0.59762,             0.08973,             0.04267,             0.37201,             0.81117,             0.93368,              1.0596,                 0.5,              3.8878,                   0,             0.01021,             0.68669,             0.48433,                   0,             0.11004,             0.28104,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              3.0171
             0.90892,             0.78508,             0.85392,              0.3857,            0.049279,            0.013469,                   0,             0.01214,              0.0112,             0.91338,             0.00045,              3.1862,              0.5666,             0.09367,              0.0509,             0.42004,              1.0668,             0.89209,              1.0413,                 0.5,              3.8878,                   0,             0.01094,              0.7197,             0.49875,                   0,             0.13785,             0.33961,                   0,                   0,                   0,                 0.5,             0.77624,                   0,                   0,              2.8075
             0.89635,             0.79481,             0.85814,             0.39908,            0.047534,            0.012941,                   0,             0.01289,             0.01126,             0.93295,             0.00047,              3.2718,              0.5555,              0.0865,             0.04933,             0.44337,              1.0655,             0.92136,             0.97663,                 0.5,              3.8742,                   0,             0.01132,             0.64895,              0.4837,                   0,             0.13573,             0.33264,                   0,                   0,                   0,                 0.5,             0.73869,                   0,                   0,               3.286
             0.91073,              0.7502,             0.84177,             0.36288,             0.05618,            0.013354,                   0,             0.01289,             0.01308,             0.89038,             0.00049,              3.1862,             0.74135,             0.10471,              0.0554,             0.48257,             0.85496,             0.92136,             0.99579,                 0.5,              3.5806,                   0,             0.01403,             0.70308,             0.37392,                   0,             0.18828,             0.42794,                   0,                   0,                   0,                 0.5,             0.83572,                   0,                   0,              4.1273
             0.90315,             0.77143,             0.85885,             0.39077,            0.047094,            0.014036,                   0,             0.01259,             0.01185,             0.94562,             0.00047,              3.2343,             0.58658,             0.09526,             0.04933,             0.40252,              1.1393,             0.93586,              1.0699,                 0.5,              3.5635,                   0,             0.01454,             0.73304,              0.4837,                   0,             0.13674,             0.35892,                   0,                   0,                   0,                 0.5,             0.66396,                   0,                   0,              2.9688
             0.90077,             0.78041,             0.85651,             0.39258,            0.050987,            0.014049,                   0,             0.01346,             0.01071,             0.91793,             0.00042,              3.0402,             0.55448,             0.08675,             0.05199,             0.43755,             0.99478,             0.93096,              1.0656,                 0.5,              4.0052,                   0,             0.01094,             0.68095,             0.49435,                   0,             0.12902,              0.3256,                   0,                   0,                   0,                 0.5,             0.73025,                   0,                   0,              2.9434
             0.91325,             0.76845,             0.85696,             0.39135,            0.050171,             0.01534,                   0,             0.01349,             0.01352,             0.91333,             0.00044,              3.6309,              0.5345,             0.09409,             0.05095,             0.34878,              1.0578,              1.0274,               1.019,                 0.5,              4.1867,                   0,             0.01182,              0.7069,             0.50309,                   0,             0.13816,             0.34986,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              3.8509
             0.90969,             0.78428,             0.85699,             0.39766,            0.054079,            0.015757,                   0,             0.01596,             0.01276,             0.92377,             0.00045,              3.1862,             0.57259,             0.06981,              0.0558,             0.45428,              1.0016,              1.0453,              1.0131,                 0.5,               4.178,                   0,             0.01564,                 0.9,              0.4837,                   0,             0.18553,             0.34916,                   0,                   0,                   0,                 0.5,             0.51847,                   0,                   0,                   2
             0.88268,             0.78751,             0.85958,             0.39619,             0.05154,            0.012197,                   0,              0.0133,                0.01,             0.92442,             0.00045,              3.1862,             0.56906,             0.11296,             0.05335,             0.38551,              1.0668,             0.73869,              1.2192,                 0.5,              3.8878,                   0,             0.01218,             0.68688,             0.46863,                   0,              0.1458,             0.33623,                   0,                   0,                   0,                 0.5,             0.88124,                   0,                   0,              2.9434
             0.89618,             0.77129,             0.84692,              0.3881,            0.045147,            0.013743,                   0,             0.01289,             0.01126,              0.9667,             0.00045,              3.2552,             0.63641,             0.07398,             0.04693,             0.42664,              1.1942,             0.86211,              1.2496,                 0.5,              3.4534,                   0,             0.01509,             0.80049,              0.4837,                   0,             0.10569,             0.33623,                   0,                   0,                   0,                 0.5,             0.77157,                   0,                   0,              3.0985
             0.87664,             0.79319,             0.85359,             0.38272,            0.058173,            0.014485,                   0,             0.01292,             0.01048,             0.92377,             0.00047,              2.8362,             0.52738,             0.09163,             0.05894,             0.41534,              1.2218,             0.92136,               1.086,                 0.5,              4.0866,                   0,             0.01032,             0.76452,             0.57142,                   0,             0.13523,             0.34118,                   0,                   0,                   0,                 0.5,             0.98306,                   0,                   0,              3.5998
             0.90122,             0.79174,             0.85155,             0.38592,            0.054217,            0.012216,                   0,             0.01289,             0.01126,             0.93227,              0.0004,              2.8608,             0.72297,             0.08838,              0.0574,             0.43341,              1.0668,             0.81909,               1.132,                 0.5,              3.2502,                   0,             0.00862,             0.69172,             0.52892,                   0,             0.17255,             0.33207,                   0,                   0,                   0,                 0.5,             0.78928,                   0,                   0,              2.9434
             0.89834,             0.80373,              0.8634,             0.39788,            0.049192,            0.016772,                   0,             0.01201,              0.0116,             0.93613,             0.00051,               3.711,             0.70453,             0.07958,             0.05124,              0.4039,              1.0591,              1.2289,              0.9201,                 0.5,              3.5491,                   0,             0.01221,             0.79728,             0.42162,                   0,             0.08768,             0.33623,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.3915
             0.91314,             0.76731,             0.85402,             0.40089,            0.046546,            0.013552,                   0,             0.01282,             0.01138,             0.92248,             0.00045,              3.1588,              0.5931,             0.08886,             0.04905,             0.41176,              1.0603,             0.92136,              1.0131,                 0.5,              3.8632,                   0,             0.01097,             0.68364,             0.49127,                   0,              0.1356,             0.34016,                   0,                   0,                   0,                 0.5,             0.76026,                   0,                   0,              2.9937
              0.9076,             0.78589,             0.86223,             0.40424,            0.047186,            0.014053,                   0,             0.01213,              0.0117,             0.92808,             0.00045,              2.9846,             0.58707,             0.10116,             0.05033,             0.40124,              1.0439,             0.93017,              1.1271,                 0.5,               3.775,                   0,             0.00983,             0.73052,             0.48549,                   0,             0.14499,             0.33272,                   0,                   0,                   0,                 0.5,             0.77561,                   0,                   0,              3.1175
              0.8993,             0.78832,             0.86097,              0.3877,            0.050597,            0.014957,                   0,             0.01172,             0.01187,             0.92377,             0.00045,              3.3025,             0.58707,             0.08961,             0.05223,             0.39113,              1.0139,              0.9964,              1.0709,                 0.5,              3.8878,                   0,             0.01126,             0.72886,             0.49783,                   0,             0.13536,             0.32799,                   0,                   0,                   0,                 0.5,             0.74212,                   0,                   0,              2.9995
              0.9131,             0.77548,             0.86226,             0.39364,            0.050384,            0.013548,                   0,             0.01289,             0.01111,             0.95809,             0.00046,              3.2509,             0.58382,             0.08838,             0.05134,             0.36516,              0.9624,             0.92136,              1.0226,                 0.5,              4.0711,                   0,             0.01099,             0.63138,              0.4837,                   0,             0.14184,             0.34755,                   0,                   0,                   0,                 0.5,             0.73225,                   0,                   0,              2.9434
             0.90678,              0.7794,             0.85469,             0.39594,            0.045626,            0.013495,                   0,             0.01311,             0.01163,             0.91777,             0.00045,              3.1862,             0.58012,             0.08936,             0.04706,             0.42004,              1.0746,             0.92136,              1.0323,                 0.5,              3.7993,                   0,             0.01097,             0.67013,              0.4837,                   0,             0.14105,             0.33574,                   0,                   0,                   0,                 0.5,             0.73723,                   0,                   0,              2.7931
             0.90024,             0.77534,             0.85256,             0.38737,            0.047254,            0.013439,                   0,             0.01289,             0.01084,             0.90777,             0.00043,              3.3588,             0.60252,             0.08838,             0.04804,             0.42004,              1.0668,             0.85945,              1.1189,                 0.5,              4.0587,                   0,             0.01183,             0.68903,              0.4837,                   0,             0.13498,             0.35787,                   0,                   0,                   0,                 0.5,             0.72432,                   0,                   0,              2.9434
             0.88704,             0.78971,             0.85996,             0.39631,            0.055729,            0.013917,                   0,             0.01013,                0.01,             0.92377,             0.00039,              3.1862,             0.53781,             0.08531,             0.05742,             0.35853,              1.3062,              0.9601,              1.0027,                 0.5,              3.8878,                   0,             0.01094,             0.73943,             0.39726,                   0,             0.13536,             0.29492,                   0,                   0,                   0,                 0.5,             0.72743,                   0,                   0,              3.5284
             0.88554,              0.7721,             0.84523,             0.37877,             0.04952,            0.014555,                   0,             0.01436,             0.01207,             0.87343,             0.00049,              3.3194,             0.58467,             0.08456,             0.04933,             0.44065,              1.0029,             0.96427,             0.96065,                 0.5,              4.2753,                   0,             0.01263,               0.748,             0.47748,                   0,              0.1367,             0.35256,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.0496
             0.88077,             0.75994,             0.83268,             0.36888,            0.049808,            0.011075,                   0,             0.01289,             0.01126,             0.88459,             0.00044,              3.5299,             0.45429,             0.07286,             0.05228,             0.48055,              1.0668,             0.79311,              1.0487,                 0.5,              2.9872,                   0,             0.01285,             0.57288,             0.58297,                   0,             0.12176,             0.38282,                   0,                   0,                   0,                 0.5,             0.74981,                   0,                   0,              2.9434
             0.90851,             0.78427,             0.86037,             0.39171,            0.056716,            0.015802,                   0,             0.01289,             0.01225,             0.91757,             0.00045,              3.1862,             0.55583,              0.0791,             0.05743,             0.37439,             0.90421,             0.83443,              1.4635,                 0.5,              4.3171,                   0,             0.01153,             0.59424,             0.59636,                   0,             0.11828,             0.31602,                   0,                   0,                   0,                 0.5,             0.88009,                   0,                   0,              2.1693
             0.91539,             0.78974,             0.86207,              0.3907,            0.045541,            0.011766,                   0,             0.01141,             0.01216,             0.94803,             0.00052,              3.1277,             0.61828,             0.08838,             0.04701,             0.34546,              1.0477,             0.84402,             0.88455,                 0.5,              4.1868,                   0,             0.01094,             0.68688,             0.48076,                   0,             0.13536,             0.33623,                   0,                   0,                   0,                 0.5,              0.7838,                   0,                   0,              3.0549
             0.91422,              0.7952,              0.8668,             0.39576,            0.045697,            0.012786,                   0,             0.01544,             0.01166,             0.93678,             0.00044,              3.2571,              0.5202,             0.08671,             0.04673,             0.43196,              1.0531,             0.85451,              1.0131,                 0.5,              4.1349,                   0,             0.00975,             0.66423,             0.49963,                   0,             0.13536,             0.33289,                   0,                   0,                   0,                 0.5,              0.7263,                   0,                   0,              3.3042
