               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.035909,            0.010079,                   0,             0.89905,             0.80833,             0.86586,             0.41962,            0.037081,           0.0083208,                   0,           0.0093895,           0.0093895,           0.0093895
                  39,            0.036529,            0.010311,                   0,             0.92739,             0.78768,             0.86386,             0.41507,            0.037283,           0.0085051,                   0,            0.009373,            0.009373,            0.009373
                  40,            0.035703,            0.010165,                   0,             0.91773,             0.80146,             0.86788,             0.41509,            0.037811,           0.0082859,                   0,           0.0093565,           0.0093565,           0.0093565
                  41,            0.035996,             0.01039,                   0,             0.91528,             0.81605,             0.87765,             0.43976,            0.036266,           0.0080825,                   0,             0.00934,             0.00934,             0.00934
                  42,            0.036246,            0.010241,                   0,             0.91524,             0.80632,             0.87485,              0.4403,            0.035623,           0.0080893,                   0,           0.0093235,           0.0093235,           0.0093235
                  43,            0.034587,            0.010234,                   0,             0.92669,             0.81848,             0.88181,             0.45463,            0.035734,           0.0080281,                   0,            0.009307,            0.009307,            0.009307
                  44,            0.035743,            0.010306,                   0,             0.90991,             0.81847,             0.88207,             0.44448,            0.035546,           0.0080435,                   0,           0.0092905,           0.0092905,           0.0092905
                  45,            0.035071,           0.0098591,                   0,             0.90049,              0.8201,             0.86693,             0.42314,            0.036997,           0.0084835,                   0,            0.009274,            0.009274,            0.009274
                  46,            0.035353,            0.010009,                   0,             0.90982,             0.79335,             0.86488,             0.42937,            0.036937,           0.0082862,                   0,           0.0092575,           0.0092575,           0.0092575
                  47,            0.035348,            0.010309,                   0,              0.9379,             0.82003,             0.89029,             0.43442,            0.037112,           0.0081814,                   0,            0.009241,            0.009241,            0.009241
                  48,            0.035147,           0.0099732,                   0,             0.91967,               0.835,              0.8896,             0.44924,            0.035551,           0.0078973,                   0,           0.0092245,           0.0092245,           0.0092245
                  49,            0.034622,           0.0097545,                   0,             0.90508,             0.82968,             0.88369,             0.45242,            0.035127,           0.0081468,                   0,            0.009208,            0.009208,            0.009208
                  50,            0.034188,           0.0098796,                   0,             0.91998,             0.82334,             0.89063,             0.44656,            0.035095,           0.0079464,                   0,           0.0091915,           0.0091915,           0.0091915
                  51,            0.034876,            0.010073,                   0,              0.9365,             0.82577,             0.88924,             0.45079,            0.035894,           0.0081277,                   0,            0.009175,            0.009175,            0.009175
                  52,            0.035142,           0.0095982,                   0,             0.90028,              0.8267,             0.87471,             0.42124,            0.037605,            0.008237,                   0,           0.0091585,           0.0091585,           0.0091585
                  53,            0.034003,            0.010033,                   0,             0.91126,              0.8322,             0.88537,             0.44165,             0.03616,            0.008107,                   0,            0.009142,            0.009142,            0.009142
                  54,            0.034881,           0.0098199,                   0,             0.92444,             0.82901,             0.88782,             0.44763,            0.036525,           0.0081758,                   0,           0.0091255,           0.0091255,           0.0091255
                  55,            0.033562,           0.0097452,                   0,              0.9137,             0.82739,             0.87464,             0.45168,            0.035483,           0.0080768,                   0,            0.009109,            0.009109,            0.009109
                  56,             0.03388,           0.0097383,                   0,              0.9378,             0.82982,              0.8902,               0.466,            0.034402,           0.0078513,                   0,           0.0090925,           0.0090925,           0.0090925
                  57,            0.033414,           0.0097215,                   0,              0.9207,             0.83468,             0.88509,             0.45798,            0.035162,           0.0079728,                   0,            0.009076,            0.009076,            0.009076
                  58,            0.032987,           0.0096875,                   0,             0.93565,             0.82482,             0.88899,             0.44937,            0.034548,           0.0078781,                   0,           0.0090595,           0.0090595,           0.0090595
                  59,            0.033211,           0.0099399,                   0,              0.9263,             0.83712,             0.89489,              0.4488,            0.035412,           0.0080456,                   0,            0.009043,            0.009043,            0.009043
