               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11311,            0.026716,                   0,            0.049829,             0.11994,            0.022648,           0.0040383,            0.092725,            0.020515,                   0,           0.0032576,           0.0032576,            0.070682
                   1,            0.085046,            0.020616,                   0,              0.3606,             0.34117,             0.23458,            0.045817,            0.079203,             0.01651,                   0,           0.0065692,           0.0065692,             0.04066
                   2,            0.076299,             0.01826,                   0,             0.50245,             0.38574,             0.35855,             0.09289,            0.073188,             0.01521,                   0,           0.0098587,           0.0098587,            0.010616
                   3,            0.067206,            0.017089,                   0,             0.73798,             0.49838,             0.54608,              0.1616,            0.063168,             0.01641,                   0,            0.009901,            0.009901,            0.009901
                   4,            0.061757,            0.016831,                   0,             0.66826,             0.50729,             0.50734,             0.14946,            0.058603,            0.013479,                   0,            0.009901,            0.009901,            0.009901
                   5,            0.057318,            0.015332,                   0,             0.74961,             0.57618,             0.62454,             0.21259,            0.056397,            0.012201,                   0,            0.009868,            0.009868,            0.009868
                   6,            0.055597,            0.015114,                   0,               0.821,             0.63047,              0.6893,             0.24185,            0.050594,            0.011081,                   0,            0.009835,            0.009835,            0.009835
                   7,            0.053529,            0.014138,                   0,             0.81319,             0.67342,             0.71802,             0.27232,            0.049108,            0.011098,                   0,            0.009802,            0.009802,            0.009802
                   8,             0.05079,              0.0137,                   0,             0.85301,             0.68662,             0.74071,             0.28779,            0.046729,            0.010879,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.048954,             0.01357,                   0,             0.84939,             0.67747,             0.75218,             0.30024,            0.046222,            0.010554,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.048283,             0.01336,                   0,             0.84152,             0.67423,             0.73793,             0.28255,            0.045043,            0.010533,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.046396,            0.012975,                   0,             0.85791,             0.74392,             0.80274,             0.33825,            0.043217,           0.0098905,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.044635,            0.012698,                   0,             0.89001,             0.70583,             0.78404,               0.315,            0.044239,            0.010109,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.046482,            0.012752,                   0,              0.8603,             0.71232,             0.77862,             0.30029,            0.045226,           0.0098484,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.044374,            0.012269,                   0,             0.87772,             0.71961,             0.77886,             0.33065,            0.043483,           0.0098641,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.044438,            0.012358,                   0,             0.88642,             0.75365,             0.81334,             0.34729,            0.043387,           0.0095644,                   0,            0.009538,            0.009538,            0.009538
                  16,             0.04334,            0.012181,                   0,             0.87019,             0.74426,             0.80501,             0.34986,            0.042439,           0.0097738,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.043446,            0.012213,                   0,             0.88368,             0.74392,             0.80608,              0.3404,            0.042497,           0.0092863,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.042591,            0.012306,                   0,             0.89674,             0.77391,             0.83617,             0.37469,            0.044414,           0.0091307,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.043083,            0.011813,                   0,             0.86043,             0.76256,             0.81564,             0.35504,            0.041872,           0.0095034,                   0,            0.009406,            0.009406,            0.009406
                  20,             0.04182,            0.011799,                   0,              0.8763,             0.78849,             0.83836,             0.37711,            0.041749,           0.0090744,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.041657,            0.011718,                   0,             0.88921,             0.76094,             0.82625,             0.37109,            0.040452,           0.0092605,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.040461,            0.011567,                   0,             0.90559,             0.78506,             0.84576,             0.38791,            0.039222,           0.0088325,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.039116,            0.011388,                   0,             0.89789,             0.76956,             0.83548,             0.37162,            0.040887,           0.0090484,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.039513,            0.010835,                   0,             0.87588,             0.74797,             0.81798,             0.36263,            0.040709,           0.0093001,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.039436,            0.011492,                   0,             0.87958,             0.78133,             0.84154,             0.39032,            0.041484,           0.0089483,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.040669,            0.011492,                   0,             0.90181,             0.75916,             0.83488,             0.38921,            0.040773,           0.0088998,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.038861,            0.011199,                   0,             0.89964,             0.77715,             0.84853,             0.37405,            0.040543,            0.008771,                   0,            0.009142,            0.009142,            0.009142
                  28,             0.03929,            0.010841,                   0,              0.9125,             0.77748,             0.84918,              0.3913,            0.039764,           0.0087856,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.038348,            0.011098,                   0,             0.92371,             0.78494,             0.85476,             0.40633,            0.039081,           0.0085873,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.037885,            0.011067,                   0,             0.91938,             0.80065,             0.86595,             0.41506,            0.037802,           0.0084735,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.038557,            0.010906,                   0,             0.89259,             0.79461,             0.84281,             0.38924,             0.03932,           0.0089416,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.037441,            0.010537,                   0,             0.91963,             0.78525,             0.86123,              0.4023,            0.038711,           0.0085904,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.038495,            0.010741,                   0,             0.91125,              0.7966,             0.86259,             0.40965,            0.039395,           0.0085982,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.037796,            0.010697,                   0,             0.89573,             0.79254,             0.85695,              0.4136,            0.037764,           0.0087543,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.037995,             0.01075,                   0,             0.91016,             0.77177,             0.84914,             0.39844,            0.038327,           0.0086179,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.036527,            0.010723,                   0,             0.91908,              0.8192,              0.8713,              0.4128,            0.037892,           0.0084531,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.037571,            0.010492,                   0,              0.9131,             0.81744,              0.8697,             0.41646,            0.038384,           0.0085776,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.035815,             0.01002,                   0,              0.9156,             0.80882,             0.86502,             0.42645,            0.036941,           0.0084134,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.035975,            0.010317,                   0,             0.90831,              0.8128,             0.86151,             0.42493,            0.037395,           0.0083726,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.035469,            0.010163,                   0,             0.92053,             0.81667,             0.87682,             0.42513,            0.037182,           0.0081546,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.035823,            0.010405,                   0,             0.92394,              0.8072,             0.87241,               0.445,            0.034827,           0.0082114,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.036133,            0.010295,                   0,             0.91471,             0.79089,             0.86645,             0.42689,            0.037097,           0.0084178,                   0,            0.008647,            0.008647,            0.008647
                  43,             0.03562,            0.010324,                   0,             0.91405,             0.80148,             0.86726,             0.42918,            0.036892,           0.0082162,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.036346,            0.010388,                   0,             0.91338,             0.81179,             0.87236,             0.43775,            0.037373,           0.0081086,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.035511,           0.0099966,                   0,             0.90497,             0.80389,             0.86382,             0.40751,            0.038431,           0.0083428,                   0,            0.008548,            0.008548,            0.008548
                  46,             0.03521,            0.010033,                   0,             0.91255,             0.80551,             0.86835,             0.43388,            0.035275,            0.008435,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.034765,            0.010274,                   0,             0.91657,             0.81909,             0.88407,             0.44265,            0.035417,           0.0079268,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.034969,            0.009964,                   0,             0.92012,             0.84198,             0.88684,             0.45823,            0.034101,           0.0078881,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.034747,           0.0097969,                   0,              0.9165,             0.81265,             0.87004,             0.44838,               0.036,           0.0084045,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.033858,           0.0098068,                   0,             0.92328,             0.80949,              0.8805,             0.43633,            0.035492,           0.0081033,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.035107,            0.010085,                   0,             0.89556,             0.80632,             0.87157,              0.4223,            0.036192,           0.0083189,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.035615,           0.0098219,                   0,             0.90336,             0.78027,             0.86044,             0.41556,            0.037538,            0.008311,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.034224,            0.010099,                   0,             0.92656,             0.82496,             0.87913,             0.42919,            0.036576,           0.0081847,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.034271,           0.0098534,                   0,             0.92676,             0.83712,             0.89001,             0.45465,            0.035813,           0.0080623,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.033954,           0.0098557,                   0,              0.9094,              0.8282,             0.88187,             0.44316,            0.035753,            0.008094,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.033499,           0.0097545,                   0,             0.91438,             0.84036,             0.88653,             0.44782,            0.035898,           0.0080361,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.033644,           0.0098358,                   0,             0.91142,             0.81199,             0.87421,              0.4394,             0.03617,           0.0081308,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.032811,           0.0097104,                   0,             0.90835,             0.81118,             0.86951,             0.44445,            0.035294,           0.0082559,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.033353,           0.0099509,                   0,              0.9257,             0.83796,             0.88905,             0.45481,            0.035691,           0.0079272,                   0,            0.008086,            0.008086,            0.008086
                  60,             0.03354,           0.0098334,                   0,             0.92148,             0.82577,             0.88898,             0.45249,            0.036684,           0.0079207,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.033119,           0.0095783,                   0,             0.92199,             0.83387,             0.89323,              0.4585,            0.035334,           0.0079307,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.032393,           0.0097523,                   0,             0.91175,             0.83712,             0.89429,             0.46516,             0.03433,           0.0078704,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.031674,           0.0098239,                   0,             0.93377,              0.8363,             0.89049,             0.46626,            0.033846,           0.0077982,                   0,            0.007954,            0.007954,            0.007954
                  64,             0.03179,           0.0095184,                   0,             0.92366,              0.8363,             0.89759,             0.46823,            0.034173,           0.0078689,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.031885,           0.0095262,                   0,             0.93384,               0.835,             0.90092,             0.45843,            0.034891,           0.0078499,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.032374,           0.0090927,                   0,             0.92371,             0.83402,             0.88895,             0.46724,            0.034302,            0.007914,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.032554,           0.0094257,                   0,             0.91974,             0.82651,              0.8895,             0.45106,            0.034491,           0.0079919,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.032517,           0.0092731,                   0,             0.92047,             0.83469,             0.88805,             0.46095,            0.034287,            0.007967,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.031754,           0.0095843,                   0,             0.92285,             0.83955,             0.89186,             0.47297,            0.033639,           0.0077759,                   0,            0.007756,            0.007756,            0.007756
