epoch,;train/box_loss,;train/obj_loss,;train/cls_loss,;metrics/precision,;metrics/recall,;metrics/mAP_0.5,;metrics/mAP_0.5:0.95,;val/box_loss,;val/obj_loss,;val/cls_loss,;x/lr0,;x/lr1,;x/lr2
280;0.022371,;0.0072895,;0;0.94102,;0.87844,;0.92291,;0.54513,;0.029495,;0.0072276,;0;0.0053965,;0.0053965,;0.0053965
281;0.022801,;0.0072691,;0;0.94291,;0.87034,;0.92041,;0.54026,;0.029728,;0.0072514,;0;0.00538,;0.00538,;0.00538
282;0.022693,;0.0075981,;0;0.94699,;0.88314,;0.92317,;0.53732,;0.029946,;0.0072591,;0;0.0053635,;0.0053635,;0.0053635
283;0.022634,;0.0072106,;0;0.94764,;0.86539,;0.9199,;0.54487,;0.029552,;0.0072021,;0;0.005347,;0.005347,;0.005347
284;0.023071,;0.0072932,;0;0.93242,;0.86953,;0.91805,;0.54351,;0.02929,;0.0071975,;0;0.0053305,;0.0053305,;0.0053305
285;0.022557,;0.0070882,;0;0.94844,;0.86305,;0.92219,;0.53796,;0.029608,;0.0072899,;0;0.005314,;0.005314,;0.005314
286;0.022482,;0.0071094,;0;0.9302,;0.87479,;0.91694,;0.54379,;0.029376,;0.0073238,;0;0.0052975,;0.0052975,;0.0052975
287;0.023039,;0.0073623,;0;0.93753,;0.86143,;0.91371,;0.54053,;0.029262,;0.0074108,;0;0.005281,;0.005281,;0.005281
288;0.022789,;0.0075841,;0;0.94629,;0.86224,;0.91237,;0.53829,;0.029234,;0.0074725,;0;0.0052645,;0.0052645,;0.0052645
289;0.022891,;0.0070663,;0;0.9381,;0.87601,;0.91841,;0.5407,;0.029745,;0.0074077,;0;0.005248,;0.005248,;0.005248
290;0.02299,;0.0074178,;0;0.93848,;0.87837,;0.92262,;0.54213,;0.029322,;0.0073584,;0;0.0052315,;0.0052315,;0.0052315
291;0.023059,;0.0072596,;0;0.93369,;0.8793,;0.92252,;0.54283,;0.029067,;0.0072668,;0;0.005215,;0.005215,;0.005215
292;0.022796,;0.007291,;0;0.94399,;0.87482,;0.92252,;0.54251,;0.029445,;0.0072501,;0;0.0051985,;0.0051985,;0.0051985
293;0.021739,;0.0072659,;0;0.95307,;0.87225,;0.91912,;0.54441,;0.029463,;0.0072705,;0;0.005182,;0.005182,;0.005182
294;0.022711,;0.0071175,;0;0.94287,;0.86941,;0.91875,;0.54325,;0.029548,;0.0072992,;0;0.0051655,;0.0051655,;0.0051655
295;0.022779,;0.0072364,;0;0.94186,;0.87951,;0.92476,;0.54214,;0.029955,;0.0073467,;0;0.005149,;0.005149,;0.005149
296;0.022062,;0.007135,;0;0.93777,;0.87927,;0.91825,;0.54574,;0.029552,;0.0073168,;0;0.0051325,;0.0051325,;0.0051325
297;0.022456,;0.0075137,;0;0.93854,;0.87927,;0.92287,;0.54457,;0.029435,;0.0073762,;0;0.005116,;0.005116,;0.005116
298;0.02266,;0.0070707,;0;0.9413,;0.87835,;0.92456,;0.54439,;0.029424,;0.0074138,;0;0.0050995,;0.0050995,;0.0050995
299;0.022325,;0.0072102,;0;0.93791,;0.87835,;0.9243,;0.5454,;0.029303,;0.0073719,;0;0.005083,;0.005083,;0.005083
300;0.022266,;0.0072386,;0;0.93223,;0.88061,;0.92581,;0.55068,;0.029324,;0.0073559,;0;0.0050665,;0.0050665,;0.0050665
301;0.021665,;0.0070565,;0;0.95098,;0.8671,;0.9233,;0.54807,;0.029503,;0.007328,;0;0.00505,;0.00505,;0.00505
302;0.022394,;0.0074335,;0;0.94748,;0.86953,;0.92355,;0.54638,;0.029461,;0.0072848,;0;0.0050335,;0.0050335,;0.0050335
303;0.022015,;0.0071594,;0;0.94036,;0.88156,;0.92779,;0.55209,;0.029409,;0.007286,;0;0.005017,;0.005017,;0.005017
304;0.021893,;0.0072338,;0;0.94007,;0.88981,;0.92788,;0.55138,;0.029547,;0.0072926,;0;0.0050005,;0.0050005,;0.0050005
305;0.021564,;0.0072701,;0;0.93616,;0.88817,;0.92679,;0.54534,;0.029752,;0.007336,;0;0.004984,;0.004984,;0.004984
306;0.022188,;0.0071892,;0;0.94716,;0.88169,;0.92869,;0.54626,;0.02976,;0.0073924,;0;0.0049675,;0.0049675,;0.0049675
307;0.02225,;0.0072451,;0;0.94942,;0.87682,;0.92492,;0.54364,;0.029418,;0.0074521,;0;0.004951,;0.004951,;0.004951
308;0.022287,;0.0071688,;0;0.94605,;0.88101,;0.92689,;0.54988,;0.029313,;0.007352,;0;0.0049345,;0.0049345,;0.0049345
309;0.022416,;0.007373,;0;0.94243,;0.87682,;0.92309,;0.54819,;0.029403,;0.0073166,;0;0.004918,;0.004918,;0.004918
310;0.022227,;0.0071253,;0;0.93911,;0.88006,;0.924,;0.53968,;0.029777,;0.0073627,;0;0.0049015,;0.0049015,;0.0049015
311;0.022448,;0.0072465,;0;0.9443,;0.88006,;0.92738,;0.5413,;0.029874,;0.0073983,;0;0.004885,;0.004885,;0.004885
312;0.021421,;0.007188,;0;0.93734,;0.88331,;0.9266,;0.54403,;0.029579,;0.0073632,;0;0.0048685,;0.0048685,;0.0048685
313;0.022095,;0.0068904,;0;0.94055,;0.8847,;0.92876,;0.55794,;0.02894,;0.0073011,;0;0.004852,;0.004852,;0.004852
314;0.021956,;0.0072023,;0;0.93836,;0.87844,;0.92344,;0.55062,;0.029353,;0.0073762,;0;0.0048355,;0.0048355,;0.0048355
315;0.021558,;0.0072744,;0;0.93931,;0.87794,;0.91943,;0.54183,;0.029727,;0.0074437,;0;0.004819,;0.004819,;0.004819
316;0.022103,;0.0071916,;0;0.93186,;0.88661,;0.92056,;0.54354,;0.029473,;0.0074349,;0;0.0048025,;0.0048025,;0.0048025
317;0.021689,;0.0070883,;0;0.92865,;0.88602,;0.92087,;0.54328,;0.029309,;0.0074512,;0;0.004786,;0.004786,;0.004786
318;0.021321,;0.0070068,;0;0.9361,;0.86953,;0.92122,;0.54728,;0.029022,;0.0074542,;0;0.0047695,;0.0047695,;0.0047695
319;0.020937,;0.007057,;0;0.93571,;0.87277,;0.92226,;0.55147,;0.028762,;0.0073871,;0;0.004753,;0.004753,;0.004753
320;0.021088,;0.0067601,;0;0.93483,;0.87187,;0.92514,;0.55243,;0.028683,;0.007369,;0;0.0047365,;0.0047365,;0.0047365
321;0.021458,;0.0069744,;0;0.9267,;0.87358,;0.92145,;0.54674,;0.029031,;0.0074169,;0;0.00472,;0.00472,;0.00472
322;0.021775,;0.0070584,;0;0.93836,;0.86386,;0.92085,;0.54964,;0.028851,;0.007346,;0;0.0047035,;0.0047035,;0.0047035
323;0.021248,;0.007225,;0;0.93636,;0.87196,;0.91963,;0.55277,;0.028416,;0.0073132,;0;0.004687,;0.004687,;0.004687
324;0.021546,;0.0072208,;0;0.93148,;0.88137,;0.92258,;0.54995,;0.02881,;0.007333,;0;0.0046705,;0.0046705,;0.0046705
325;0.02251,;0.0072285,;0;0.93902,;0.87344,;0.92252,;0.54437,;0.029295,;0.007417,;0;0.004654,;0.004654,;0.004654
326;0.021778,;0.0070818,;0;0.93816,;0.8728,;0.92238,;0.54632,;0.029357,;0.0073804,;0;0.0046375,;0.0046375,;0.0046375
327;0.021897,;0.0070364,;0;0.94603,;0.86652,;0.92218,;0.55284,;0.029139,;0.0073264,;0;0.004621,;0.004621,;0.004621
328;0.02145,;0.0071515,;0;0.94758,;0.86548,;0.9186,;0.54907,;0.029363,;0.0073706,;0;0.0046045,;0.0046045,;0.0046045
329;0.021175,;0.0069799,;0;0.94485,;0.87277,;0.92294,;0.55103,;0.029269,;0.0073107,;0;0.004588,;0.004588,;0.004588
330;0.022196,;0.0072769,;0;0.93628,;0.88331,;0.92407,;0.55084,;0.02919,;0.0073079,;0;0.0045715,;0.0045715,;0.0045715
331;0.021809,;0.0070872,;0;0.94477,;0.87329,;0.92461,;0.55011,;0.029123,;0.0073292,;0;0.004555,;0.004555,;0.004555
332;0.021596,;0.0071478,;0;0.94746,;0.87678,;0.92306,;0.55118,;0.029128,;0.0073496,;0;0.0045385,;0.0045385,;0.0045385
333;0.021557,;0.0072121,;0;0.93583,;0.87763,;0.92366,;0.54838,;0.02936,;0.007413,;0;0.004522,;0.004522,;0.004522
334;0.021099,;0.0069087,;0;0.93726,;0.87835,;0.92379,;0.54994,;0.029666,;0.0074168,;0;0.0045055,;0.0045055,;0.0045055
335;0.021208,;0.007027,;0;0.93683,;0.87725,;0.92085,;0.54774,;0.029666,;0.0073389,;0;0.004489,;0.004489,;0.004489
336;0.021906,;0.0069278,;0;0.93209,;0.87763,;0.92016,;0.54551,;0.029584,;0.0072787,;0;0.0044725,;0.0044725,;0.0044725
337;0.02129,;0.0066913,;0;0.94231,;0.87428,;0.92399,;0.54571,;0.029805,;0.0072903,;0;0.004456,;0.004456,;0.004456
338;0.021918,;0.0069527,;0;0.9424,;0.86942,;0.92393,;0.54712,;0.029597,;0.0072847,;0;0.0044395,;0.0044395,;0.0044395
339;0.021525,;0.0070494,;0;0.93946,;0.86942,;0.9195,;0.55256,;0.029105,;0.0072292,;0;0.004423,;0.004423,;0.004423
340;0.021436,;0.0069735,;0;0.94451,;0.86968,;0.91863,;0.55453,;0.028973,;0.0072032,;0;0.0044065,;0.0044065,;0.0044065
341;0.021158,;0.0070198,;0;0.94036,;0.86537,;0.91669,;0.55151,;0.028934,;0.0072551,;0;0.00439,;0.00439,;0.00439
342;0.021431,;0.0070612,;0;0.94106,;0.86767,;0.92339,;0.55406,;0.028655,;0.0072237,;0;0.0043735,;0.0043735,;0.0043735
343;0.020673,;0.0071319,;0;0.9367,;0.8752,;0.91981,;0.55305,;0.028702,;0.0072381,;0;0.004357,;0.004357,;0.004357
344;0.021073,;0.0069431,;0;0.93633,;0.87186,;0.91973,;0.551,;0.02882,;0.0072724,;0;0.0043405,;0.0043405,;0.0043405
345;0.020971,;0.0070724,;0;0.94091,;0.87024,;0.9227,;0.55389,;0.028714,;0.0072864,;0;0.004324,;0.004324,;0.004324
346;0.021127,;0.0069965,;0;0.94538,;0.87024,;0.92548,;0.555,;0.028797,;0.0072795,;0;0.0043075,;0.0043075,;0.0043075
347;0.021101,;0.0072084,;0;0.94667,;0.8678,;0.92464,;0.5524,;0.029124,;0.0073142,;0;0.004291,;0.004291,;0.004291
348;0.020872,;0.006712,;0;0.94523,;0.86784,;0.92741,;0.55685,;0.028893,;0.0072976,;0;0.0042745,;0.0042745,;0.0042745
349;0.0211,;0.0073363,;0;0.93891,;0.86791,;0.92333,;0.55859,;0.028701,;0.0072798,;0;0.004258,;0.004258,;0.004258
350;0.020348,;0.0067829,;0;0.93403,;0.87206,;0.92299,;0.55405,;0.029044,;0.0073093,;0;0.0042415,;0.0042415,;0.0042415
351;0.020795,;0.0071066,;0;0.93729,;0.86791,;0.92143,;0.55449,;0.029176,;0.0073012,;0;0.004225,;0.004225,;0.004225
352;0.021362,;0.0069726,;0;0.9404,;0.8671,;0.92358,;0.55812,;0.02903,;0.0072481,;0;0.0042085,;0.0042085,;0.0042085
353;0.020616,;0.0070823,;0;0.93641,;0.87112,;0.92121,;0.5535,;0.029276,;0.0072323,;0;0.004192,;0.004192,;0.004192
354;0.02042,;0.0067531,;0;0.93339,;0.87436,;0.92049,;0.55371,;0.029155,;0.0072079,;0;0.0041755,;0.0041755,;0.0041755
355;0.020554,;0.0068164,;0;0.9402,;0.87115,;0.92188,;0.55417,;0.028949,;0.0072146,;0;0.004159,;0.004159,;0.004159
356;0.020937,;0.0066614,;0;0.93955,;0.86548,;0.92275,;0.55452,;0.028953,;0.007195,;0;0.0041425,;0.0041425,;0.0041425
357;0.020997,;0.0070224,;0;0.94187,;0.86738,;0.92341,;0.55608,;0.028845,;0.0071858,;0;0.004126,;0.004126,;0.004126
358;0.020861,;0.0068797,;0;0.93185,;0.87925,;0.92209,;0.55645,;0.028824,;0.0071879,;0;0.0041095,;0.0041095,;0.0041095
359;0.020886,;0.0067784,;0;0.93844,;0.87601,;0.92439,;0.54938,;0.02917,;0.007263,;0;0.004093,;0.004093,;0.004093
360;0.020732,;0.0067802,;0;0.93912,;0.86629,;0.91976,;0.54909,;0.029208,;0.0072898,;0;0.0040765,;0.0040765,;0.0040765
361;0.021153,;0.0070571,;0;0.93379,;0.8686,;0.91983,;0.55061,;0.029024,;0.0072456,;0;0.00406,;0.00406,;0.00406
362;0.020333,;0.0070152,;0;0.93713,;0.86791,;0.92509,;0.55173,;0.028971,;0.0072074,;0;0.0040435,;0.0040435,;0.0040435
363;0.020656,;0.0066966,;0;0.94196,;0.86803,;0.92393,;0.55141,;0.028989,;0.0072265,;0;0.004027,;0.004027,;0.004027
364;0.020651,;0.0066399,;0;0.94495,;0.86237,;0.92267,;0.55386,;0.028922,;0.0072184,;0;0.0040105,;0.0040105,;0.0040105
365;0.020787,;0.0067943,;0;0.94277,;0.86791,;0.92452,;0.55229,;0.028971,;0.0072438,;0;0.003994,;0.003994,;0.003994
366;0.020916,;0.0071502,;0;0.94267,;0.86617,;0.9196,;0.55383,;0.028871,;0.0072654,;0;0.0039775,;0.0039775,;0.0039775
367;0.02028,;0.0067353,;0;0.93475,;0.86375,;0.91643,;0.55268,;0.028868,;0.0072666,;0;0.003961,;0.003961,;0.003961
368;0.021081,;0.0068888,;0;0.93135,;0.87115,;0.91799,;0.55091,;0.028951,;0.0072877,;0;0.0039445,;0.0039445,;0.0039445
369;0.021324,;0.0069052,;0;0.93206,;0.87439,;0.91861,;0.54839,;0.029052,;0.007329,;0;0.003928,;0.003928,;0.003928
370;0.02047,;0.0068444,;0;0.93247,;0.87682,;0.91968,;0.54822,;0.028995,;0.0073587,;0;0.0039115,;0.0039115,;0.0039115
371;0.020897,;0.0066882,;0;0.93294,;0.8752,;0.9203,;0.55068,;0.02895,;0.007369,;0;0.003895,;0.003895,;0.003895
372;0.020358,;0.0067057,;0;0.9356,;0.87267,;0.92379,;0.55178,;0.028897,;0.0073686,;0;0.0038785,;0.0038785,;0.0038785
373;0.020511,;0.0068065,;0;0.9396,;0.87439,;0.9236,;0.55319,;0.028889,;0.0073899,;0;0.003862,;0.003862,;0.003862
374;0.020385,;0.0068056,;0;0.94965,;0.87121,;0.92166,;0.55157,;0.028929,;0.007392,;0;0.0038455,;0.0038455,;0.0038455
375;0.020854,;0.0068622,;0;0.94499,;0.87115,;0.92082,;0.55158,;0.028923,;0.0073461,;0;0.003829,;0.003829,;0.003829
376;0.020782,;0.0070144,;0;0.9444,;0.86715,;0.9176,;0.55135,;0.02898,;0.0073664,;0;0.0038125,;0.0038125,;0.0038125
377;0.019778,;0.0067762,;0;0.94314,;0.86942,;0.92035,;0.55073,;0.028997,;0.0073621,;0;0.003796,;0.003796,;0.003796
378;0.019888,;0.0069061,;0;0.9392,;0.87703,;0.91958,;0.5531,;0.029052,;0.007362,;0;0.0037795,;0.0037795,;0.0037795
379;0.020524,;0.0065655,;0;0.9485,;0.87105,;0.92091,;0.5497,;0.029243,;0.0073647,;0;0.003763,;0.003763,;0.003763
380;0.019631,;0.0066196,;0;0.9372,;0.88564,;0.9245,;0.55009,;0.029319,;0.0073671,;0;0.0037465,;0.0037465,;0.0037465
381;0.020304,;0.0068746,;0;0.94139,;0.88321,;0.92776,;0.54947,;0.029215,;0.0073884,;0;0.00373,;0.00373,;0.00373
382;0.020444,;0.0067467,;0;0.94255,;0.87746,;0.92706,;0.55188,;0.029203,;0.0073932,;0;0.0037135,;0.0037135,;0.0037135
383;0.020222,;0.0065889,;0;0.93547,;0.88115,;0.92353,;0.55242,;0.029197,;0.007413,;0;0.003697,;0.003697,;0.003697
384;0.020364,;0.0068578,;0;0.94489,;0.87533,;0.92286,;0.55542,;0.029057,;0.0073837,;0;0.0036805,;0.0036805,;0.0036805
385;0.020413,;0.0068211,;0;0.94277,;0.8752,;0.92247,;0.55599,;0.029065,;0.007377,;0;0.003664,;0.003664,;0.003664
386;0.020165,;0.0067896,;0;0.94634,;0.87242,;0.92102,;0.55484,;0.0291,;0.007384,;0;0.0036475,;0.0036475,;0.0036475
387;0.020179,;0.006768,;0;0.95339,;0.87115,;0.92256,;0.55534,;0.029015,;0.0073679,;0;0.003631,;0.003631,;0.003631
388;0.019704,;0.0065903,;0;0.94711,;0.87925,;0.92474,;0.55521,;0.029181,;0.0074172,;0;0.0036145,;0.0036145,;0.0036145
389;0.019938,;0.0066822,;0;0.93915,;0.87601,;0.9193,;0.55437,;0.02918,;0.0074176,;0;0.003598,;0.003598,;0.003598
390;0.019937,;0.0066883,;0;0.94049,;0.87439,;0.92152,;0.5572,;0.029156,;0.0073956,;0;0.0035815,;0.0035815,;0.0035815
391;0.020424,;0.0066773,;0;0.9356,;0.88301,;0.92126,;0.5556,;0.028995,;0.0073495,;0;0.003565,;0.003565,;0.003565
392;0.020155,;0.0067174,;0;0.93634,;0.88331,;0.92269,;0.55562,;0.029131,;0.0073592,;0;0.0035485,;0.0035485,;0.0035485
393;0.019794,;0.0065552,;0;0.93635,;0.8824,;0.92375,;0.5585,;0.029162,;0.0073707,;0;0.003532,;0.003532,;0.003532
394;0.020379,;0.0067216,;0;0.93935,;0.87927,;0.9238,;0.55909,;0.028935,;0.0073494,;0;0.0035155,;0.0035155,;0.0035155
395;0.019941,;0.0066128,;0;0.94171,;0.87782,;0.92512,;0.55901,;0.028874,;0.0073372,;0;0.003499,;0.003499,;0.003499
396;0.019632,;0.0066205,;0;0.93919,;0.87679,;0.92535,;0.55978,;0.028913,;0.0073674,;0;0.0034825,;0.0034825,;0.0034825
397;0.018926,;0.0065842,;0;0.94031,;0.8824,;0.92536,;0.55926,;0.028969,;0.0073861,;0;0.003466,;0.003466,;0.003466
398;0.019919,;0.0066449,;0;0.93938,;0.88331,;0.92529,;0.55992,;0.028865,;0.007409,;0;0.0034495,;0.0034495,;0.0034495
399;0.019729,;0.0064739,;0;0.9341,;0.88443,;0.92358,;0.5581,;0.029029,;0.0074331,;0;0.003433,;0.003433,;0.003433
400;0.020334,;0.006835,;0;0.93776,;0.88817,;0.92796,;0.55668,;0.029091,;0.0074402,;0;0.0034165,;0.0034165,;0.0034165
401;0.019801,;0.0063422,;0;0.93311,;0.88736,;0.92642,;0.55285,;0.029109,;0.007453,;0;0.0034,;0.0034,;0.0034
402;0.019356,;0.0068152,;0;0.93647,;0.89141,;0.92861,;0.55433,;0.029109,;0.0074366,;0;0.0033835,;0.0033835,;0.0033835
403;0.019647,;0.0066223,;0;0.94256,;0.88331,;0.92903,;0.55738,;0.028896,;0.0074023,;0;0.003367,;0.003367,;0.003367
404;0.019705,;0.0067679,;0;0.93822,;0.88601,;0.93046,;0.55678,;0.028905,;0.0074097,;0;0.0033505,;0.0033505,;0.0033505
405;0.019835,;0.0068411,;0;0.93864,;0.88159,;0.92577,;0.55311,;0.029149,;0.00745,;0;0.003334,;0.003334,;0.003334
406;0.019314,;0.0064492,;0;0.94293,;0.88436,;0.92933,;0.55416,;0.029172,;0.0074279,;0;0.0033175,;0.0033175,;0.0033175
407;0.020036,;0.0065335,;0;0.93922,;0.87997,;0.92568,;0.55506,;0.029046,;0.0074001,;0;0.003301,;0.003301,;0.003301
408;0.019747,;0.0066673,;0;0.94599,;0.88075,;0.92717,;0.55454,;0.029068,;0.0073849,;0;0.0032845,;0.0032845,;0.0032845
409;0.01907,;0.0064074,;0;0.93953,;0.88206,;0.92733,;0.55177,;0.029114,;0.0073876,;0;0.003268,;0.003268,;0.003268
410;0.018607,;0.0064884,;0;0.93635,;0.88285,;0.92642,;0.55,;0.029047,;0.0073801,;0;0.0032515,;0.0032515,;0.0032515
411;0.019513,;0.0067688,;0;0.93775,;0.88808,;0.92921,;0.55272,;0.029074,;0.0073942,;0;0.003235,;0.003235,;0.003235
412;0.019402,;0.0063908,;0;0.93728,;0.88646,;0.92602,;0.55211,;0.029154,;0.0074003,;0;0.0032185,;0.0032185,;0.0032185
413;0.019593,;0.0066583,;0;0.93534,;0.88402,;0.92433,;0.55148,;0.029107,;0.0073966,;0;0.003202,;0.003202,;0.003202
414;0.019741,;0.006574,;0;0.93802,;0.88078,;0.92568,;0.55105,;0.029162,;0.0073972,;0;0.0031855,;0.0031855,;0.0031855
415;0.019401,;0.0065592,;0;0.93712,;0.88238,;0.92502,;0.55274,;0.029141,;0.007405,;0;0.003169,;0.003169,;0.003169
416;0.019191,;0.0067667,;0;0.93691,;0.87923,;0.92352,;0.55362,;0.029022,;0.0074022,;0;0.0031525,;0.0031525,;0.0031525
417;0.01967,;0.0066644,;0;0.9352,;0.87672,;0.9245,;0.55264,;0.028959,;0.0074037,;0;0.003136,;0.003136,;0.003136
418;0.018762,;0.0065077,;0;0.9356,;0.88078,;0.9272,;0.55381,;0.028986,;0.0074139,;0;0.0031195,;0.0031195,;0.0031195
419;0.019722,;0.0065964,;0;0.93666,;0.88159,;0.92793,;0.55526,;0.028984,;0.0074212,;0;0.003103,;0.003103,;0.003103
420;0.020089,;0.0066111,;0;0.93867,;0.88134,;0.92987,;0.5537,;0.028967,;0.0074194,;0;0.0030865,;0.0030865,;0.0030865
421;0.0194,;0.0064033,;0;0.93701,;0.88076,;0.93047,;0.55573,;0.028987,;0.0074214,;0;0.00307,;0.00307,;0.00307
422;0.019207,;0.0065898,;0;0.93546,;0.88169,;0.92966,;0.55606,;0.028936,;0.0074107,;0;0.0030535,;0.0030535,;0.0030535
423;0.019548,;0.0063737,;0;0.93786,;0.88128,;0.93064,;0.55584,;0.028853,;0.0074069,;0;0.003037,;0.003037,;0.003037
424;0.019067,;0.0064449,;0;0.9375,;0.8897,;0.93174,;0.55671,;0.02885,;0.0074162,;0;0.0030205,;0.0030205,;0.0030205
425;0.019563,;0.0065901,;0;0.93578,;0.88634,;0.93002,;0.55691,;0.028742,;0.007416,;0;0.003004,;0.003004,;0.003004
426;0.019381,;0.0064637,;0;0.94241,;0.88402,;0.9323,;0.55708,;0.028802,;0.0074309,;0;0.0029875,;0.0029875,;0.0029875
427;0.0197,;0.0066747,;0;0.9465,;0.88078,;0.93185,;0.55805,;0.028835,;0.0074463,;0;0.002971,;0.002971,;0.002971
428;0.019104,;0.0065494,;0;0.94001,;0.87688,;0.92753,;0.55781,;0.02888,;0.0074412,;0;0.0029545,;0.0029545,;0.0029545
429;0.018874,;0.0065838,;0;0.94327,;0.87659,;0.92629,;0.55605,;0.028854,;0.0074368,;0;0.002938,;0.002938,;0.002938
430;0.019678,;0.0065599,;0;0.94254,;0.87672,;0.92618,;0.55506,;0.028838,;0.0074336,;0;0.0029215,;0.0029215,;0.0029215
431;0.019335,;0.0064872,;0;0.94458,;0.87591,;0.92574,;0.55669,;0.028849,;0.0074354,;0;0.002905,;0.002905,;0.002905
432;0.01949,;0.0063702,;0;0.9434,;0.87868,;0.92774,;0.55552,;0.028812,;0.0074341,;0;0.0028885,;0.0028885,;0.0028885
433;0.018784,;0.0063305,;0;0.94641,;0.87591,;0.92834,;0.55696,;0.02882,;0.0074266,;0;0.002872,;0.002872,;0.002872
434;0.01936,;0.006321,;0;0.94027,;0.88092,;0.92854,;0.55802,;0.028777,;0.0074156,;0;0.0028555,;0.0028555,;0.0028555
435;0.019199,;0.0065529,;0;0.94568,;0.87546,;0.9266,;0.55793,;0.028691,;0.0074004,;0;0.002839,;0.002839,;0.002839
436;0.01928,;0.006614,;0;0.93689,;0.88321,;0.92421,;0.5567,;0.028653,;0.0073863,;0;0.0028225,;0.0028225,;0.0028225
437;0.018566,;0.006548,;0;0.93949,;0.88159,;0.9246,;0.55664,;0.028617,;0.0073986,;0;0.002806,;0.002806,;0.002806
438;0.018875,;0.0064229,;0;0.93458,;0.88059,;0.92479,;0.55561,;0.028675,;0.0074077,;0;0.0027895,;0.0027895,;0.0027895
439;0.019421,;0.0062742,;0;0.94438,;0.87591,;0.92547,;0.55548,;0.028805,;0.0074251,;0;0.002773,;0.002773,;0.002773
440;0.018915,;0.006527,;0;0.94352,;0.87672,;0.92437,;0.5561,;0.028852,;0.0074354,;0;0.0027565,;0.0027565,;0.0027565
441;0.018694,;0.0063369,;0;0.94238,;0.87543,;0.92325,;0.55584,;0.028786,;0.0074236,;0;0.00274,;0.00274,;0.00274
442;0.018884,;0.0061097,;0;0.9375,;0.87753,;0.92346,;0.55771,;0.028736,;0.0074162,;0;0.0027235,;0.0027235,;0.0027235
443;0.018623,;0.0063873,;0;0.93895,;0.87591,;0.92471,;0.55705,;0.028701,;0.0074086,;0;0.002707,;0.002707,;0.002707
444;0.019167,;0.0064847,;0;0.93428,;0.87628,;0.92294,;0.55604,;0.028684,;0.0074128,;0;0.0026905,;0.0026905,;0.0026905
445;0.018935,;0.0063767,;0;0.93377,;0.8805,;0.92593,;0.55431,;0.028684,;0.0074306,;0;0.002674,;0.002674,;0.002674
446;0.018407,;0.0064349,;0;0.93298,;0.88067,;0.92507,;0.55396,;0.028685,;0.0074406,;0;0.0026575,;0.0026575,;0.0026575
447;0.018841,;0.0065709,;0;0.94321,;0.87024,;0.9256,;0.55579,;0.028663,;0.0074458,;0;0.002641,;0.002641,;0.002641
448;0.01923,;0.0062828,;0;0.94538,;0.87024,;0.92651,;0.55486,;0.028701,;0.0074661,;0;0.0026245,;0.0026245,;0.0026245
449;0.018983,;0.0064914,;0;0.94318,;0.86942,;0.92564,;0.55521,;0.028625,;0.007456,;0;0.002608,;0.002608,;0.002608
450;0.01949,;0.0064015,;0;0.94446,;0.86881,;0.92449,;0.5565,;0.028582,;0.0074626,;0;0.0025915,;0.0025915,;0.0025915
451;0.018948,;0.0064577,;0;0.94621,;0.87034,;0.92471,;0.55698,;0.028633,;0.0074632,;0;0.002575,;0.002575,;0.002575
452;0.018523,;0.0061534,;0;0.94652,;0.87564,;0.92743,;0.55765,;0.028605,;0.0074537,;0;0.0025585,;0.0025585,;0.0025585
453;0.018724,;0.0063729,;0;0.9487,;0.8699,;0.92703,;0.55677,;0.028637,;0.0074646,;0;0.002542,;0.002542,;0.002542
454;0.01792,;0.0062422,;0;0.94718,;0.87266,;0.92679,;0.55605,;0.028634,;0.007475,;0;0.0025255,;0.0025255,;0.0025255
455;0.017926,;0.006202,;0;0.93503,;0.88402,;0.92651,;0.55738,;0.028588,;0.0074729,;0;0.002509,;0.002509,;0.002509
456;0.018678,;0.0063547,;0;0.93544,;0.87835,;0.92397,;0.55519,;0.028629,;0.0074817,;0;0.0024925,;0.0024925,;0.0024925
457;0.018198,;0.0063911,;0;0.93752,;0.87622,;0.9253,;0.55796,;0.028694,;0.0074981,;0;0.002476,;0.002476,;0.002476
458;0.018554,;0.0065295,;0;0.93942,;0.88041,;0.92678,;0.55689,;0.028671,;0.0074955,;0;0.0024595,;0.0024595,;0.0024595
459;0.018436,;0.0061738,;0;0.94186,;0.87916,;0.92714,;0.55795,;0.028669,;0.0074967,;0;0.002443,;0.002443,;0.002443
460;0.018489,;0.0062172,;0;0.94199,;0.88159,;0.92748,;0.5568,;0.028692,;0.0075096,;0;0.0024265,;0.0024265,;0.0024265
461;0.018816,;0.0063497,;0;0.93952,;0.87997,;0.92689,;0.55673,;0.028702,;0.0075066,;0;0.00241,;0.00241,;0.00241
462;0.018589,;0.0063588,;0;0.94084,;0.87997,;0.92584,;0.55531,;0.028785,;0.0075155,;0;0.0023935,;0.0023935,;0.0023935
463;0.018684,;0.0063363,;0;0.93944,;0.8824,;0.92479,;0.55616,;0.028756,;0.0075127,;0;0.002377,;0.002377,;0.002377
464;0.019253,;0.0064783,;0;0.9387,;0.88182,;0.92649,;0.55573,;0.028769,;0.0075144,;0;0.0023605,;0.0023605,;0.0023605
465;0.018936,;0.0062361,;0;0.93791,;0.88211,;0.92612,;0.55596,;0.028724,;0.0075118,;0;0.002344,;0.002344,;0.002344
