epoch,;train/box_loss,;train/obj_loss,;train/cls_loss,;metrics/precision,;metrics/recall,;metrics/mAP_0.5,;metrics/mAP_0.5:0.95,;val/box_loss,;val/obj_loss,;val/cls_loss,;x/lr0,;x/lr1,;x/lr2
94;0.029324,;0.0087386,;0;0.93361,;0.85089,;0.90737,;0.48666,;0.033109,;0.007394,;0;0.0084655,;0.0084655,;0.0084655
95;0.029615,;0.0089964,;0;0.90975,;0.85768,;0.89989,;0.48519,;0.032926,;0.0076149,;0;0.008449,;0.008449,;0.008449
96;0.029983,;0.0088873,;0;0.93314,;0.84846,;0.89579,;0.48516,;0.032642,;0.0075708,;0;0.0084325,;0.0084325,;0.0084325
97;0.029674,;0.009099,;0;0.92588,;0.85036,;0.8955,;0.48096,;0.032552,;0.0076571,;0;0.008416,;0.008416,;0.008416
98;0.029393,;0.0090183,;0;0.93788,;0.83306,;0.89752,;0.47103,;0.03347,;0.0076868,;0;0.0083995,;0.0083995,;0.0083995
99;0.029572,;0.0089533,;0;0.92177,;0.84983,;0.8964,;0.47888,;0.032573,;0.0076292,;0;0.008383,;0.008383,;0.008383
100;0.02901,;0.0089418,;0;0.92765,;0.85656,;0.90136,;0.48798,;0.032257,;0.0075713,;0;0.0083665,;0.0083665,;0.0083665
101;0.029178,;0.0089383,;0;0.93098,;0.86354,;0.90576,;0.48453,;0.03338,;0.0078302,;0;0.00835,;0.00835,;0.00835
102;0.029907,;0.0088362,;0;0.94511,;0.85116,;0.90408,;0.5005,;0.032513,;0.0076968,;0;0.0083335,;0.0083335,;0.0083335
103;0.029084,;0.0086011,;0;0.93346,;0.83712,;0.89552,;0.48591,;0.032211,;0.0077025,;0;0.008317,;0.008317,;0.008317
104;0.029434,;0.0090016,;0;0.91801,;0.85575,;0.89875,;0.4892,;0.033133,;0.0075942,;0;0.0083005,;0.0083005,;0.0083005
105;0.02967,;0.0091412,;0;0.92751,;0.83989,;0.89443,;0.46611,;0.035443,;0.0077093,;0;0.008284,;0.008284,;0.008284
106;0.030025,;0.008979,;0;0.93748,;0.85058,;0.90434,;0.49492,;0.032764,;0.0074984,;0;0.0082675,;0.0082675,;0.0082675
107;0.029801,;0.0090103,;0;0.92091,;0.85564,;0.89952,;0.49233,;0.032634,;0.0076096,;0;0.008251,;0.008251,;0.008251
108;0.028717,;0.0085631,;0;0.93409,;0.84993,;0.89941,;0.49116,;0.032671,;0.0075771,;0;0.0082345,;0.0082345,;0.0082345
109;0.029444,;0.0089564,;0;0.91348,;0.85251,;0.89697,;0.4815,;0.033091,;0.0077389,;0;0.008218,;0.008218,;0.008218
110;0.029543,;0.0088598,;0;0.93543,;0.84603,;0.89488,;0.48199,;0.032379,;0.0078022,;0;0.0082015,;0.0082015,;0.0082015
111;0.029487,;0.0090672,;0;0.92891,;0.85818,;0.90222,;0.48829,;0.032215,;0.0074726,;0;0.008185,;0.008185,;0.008185
112;0.029604,;0.0086589,;0;0.92887,;0.85712,;0.90403,;0.4972,;0.032608,;0.0075715,;0;0.0081685,;0.0081685,;0.0081685
113;0.027871,;0.0087714,;0;0.94678,;0.84279,;0.90367,;0.4934,;0.032042,;0.0075035,;0;0.008152,;0.008152,;0.008152
114;0.028292,;0.0085362,;0;0.92633,;0.83561,;0.89412,;0.49179,;0.032434,;0.0077269,;0;0.0081355,;0.0081355,;0.0081355
115;0.029327,;0.0086144,;0;0.92868,;0.85468,;0.90006,;0.48834,;0.033388,;0.0075404,;0;0.008119,;0.008119,;0.008119
116;0.02852,;0.0084931,;0;0.93495,;0.8436,;0.90455,;0.48723,;0.032998,;0.0075568,;0;0.0081025,;0.0081025,;0.0081025
117;0.029403,;0.0088738,;0;0.93326,;0.8393,;0.89908,;0.48433,;0.032333,;0.0076424,;0;0.008086,;0.008086,;0.008086
118;0.028794,;0.0085435,;0;0.91855,;0.84996,;0.89672,;0.48677,;0.032056,;0.0076771,;0;0.0080695,;0.0080695,;0.0080695
119;0.028294,;0.008342,;0;0.92196,;0.85279,;0.89881,;0.50201,;0.03218,;0.0075155,;0;0.008053,;0.008053,;0.008053
120;0.027945,;0.0084805,;0;0.93315,;0.84603,;0.89966,;0.48851,;0.032729,;0.0075679,;0;0.0080365,;0.0080365,;0.0080365
121;0.029651,;0.0085008,;0;0.93684,;0.85413,;0.90241,;0.49122,;0.032538,;0.0076206,;0;0.00802,;0.00802,;0.00802
122;0.029296,;0.0086502,;0;0.92244,;0.84813,;0.89878,;0.47515,;0.033458,;0.0077787,;0;0.0080035,;0.0080035,;0.0080035
123;0.02854,;0.0085551,;0;0.94586,;0.85494,;0.90744,;0.49517,;0.031948,;0.0075018,;0;0.007987,;0.007987,;0.007987
124;0.028186,;0.0087197,;0;0.93479,;0.85957,;0.9047,;0.50171,;0.031838,;0.0074605,;0;0.0079705,;0.0079705,;0.0079705
125;0.028636,;0.0086626,;0;0.93652,;0.8608,;0.90365,;0.4992,;0.032315,;0.0075333,;0;0.007954,;0.007954,;0.007954
126;0.027973,;0.0085496,;0;0.92192,;0.85251,;0.89941,;0.48948,;0.032005,;0.007729,;0;0.0079375,;0.0079375,;0.0079375
127;0.028598,;0.0087574,;0;0.93262,;0.84131,;0.90032,;0.48328,;0.032221,;0.0076668,;0;0.007921,;0.007921,;0.007921
128;0.027647,;0.0083296,;0;0.93011,;0.84765,;0.90267,;0.49972,;0.032321,;0.007486,;0;0.0079045,;0.0079045,;0.0079045
129;0.028038,;0.008527,;0;0.93471,;0.8436,;0.89559,;0.49841,;0.031255,;0.0075518,;0;0.007888,;0.007888,;0.007888
130;0.028126,;0.0086546,;0;0.93471,;0.83387,;0.8988,;0.49618,;0.031846,;0.0075399,;0;0.0078715,;0.0078715,;0.0078715
131;0.028546,;0.0086783,;0;0.93487,;0.83757,;0.89973,;0.48775,;0.032663,;0.0075545,;0;0.007855,;0.007855,;0.007855
132;0.028344,;0.0085126,;0;0.92779,;0.84117,;0.89845,;0.48512,;0.032986,;0.0077669,;0;0.0078385,;0.0078385,;0.0078385
133;0.028313,;0.0085225,;0;0.93295,;0.85089,;0.90292,;0.49297,;0.03189,;0.0075807,;0;0.007822,;0.007822,;0.007822
134;0.027783,;0.0087803,;0;0.93246,;0.84198,;0.90493,;0.48861,;0.033315,;0.0076394,;0;0.0078055,;0.0078055,;0.0078055
135;0.028201,;0.008387,;0;0.94014,;0.84001,;0.90389,;0.50171,;0.031682,;0.0074528,;0;0.007789,;0.007789,;0.007789
136;0.027586,;0.0083362,;0;0.94163,;0.84978,;0.90544,;0.5035,;0.031745,;0.0075407,;0;0.0077725,;0.0077725,;0.0077725
137;0.028373,;0.0085809,;0;0.92705,;0.85479,;0.90438,;0.49123,;0.032487,;0.0075862,;0;0.007756,;0.007756,;0.007756
138;0.027841,;0.0086359,;0;0.94475,;0.85494,;0.90861,;0.51085,;0.031063,;0.0074473,;0;0.0077395,;0.0077395,;0.0077395
139;0.02694,;0.0082995,;0;0.94327,;0.85413,;0.90569,;0.51615,;0.030615,;0.0074091,;0;0.007723,;0.007723,;0.007723
140;0.027833,;0.0086574,;0;0.93127,;0.84036,;0.89671,;0.48956,;0.032152,;0.0075812,;0;0.0077065,;0.0077065,;0.0077065
141;0.027585,;0.0086586,;0;0.94605,;0.859,;0.90409,;0.51177,;0.031028,;0.0074673,;0;0.00769,;0.00769,;0.00769
142;0.027718,;0.0083428,;0;0.94022,;0.84927,;0.90526,;0.49782,;0.031949,;0.0074868,;0;0.0076735,;0.0076735,;0.0076735
143;0.026928,;0.0084864,;0;0.93953,;0.8436,;0.90254,;0.50284,;0.031901,;0.0075359,;0;0.007657,;0.007657,;0.007657
144;0.027354,;0.0082638,;0;0.94808,;0.85008,;0.90865,;0.51699,;0.03123,;0.0074222,;0;0.0076405,;0.0076405,;0.0076405
145;0.027641,;0.0084924,;0;0.94511,;0.84846,;0.90689,;0.51869,;0.031109,;0.0073187,;0;0.007624,;0.007624,;0.007624
146;0.026865,;0.0080789,;0;0.91507,;0.85818,;0.89944,;0.49487,;0.033117,;0.0075294,;0;0.0076075,;0.0076075,;0.0076075
147;0.027664,;0.0081855,;0;0.93439,;0.84245,;0.89886,;0.4781,;0.033697,;0.0078296,;0;0.007591,;0.007591,;0.007591
148;0.027071,;0.0085203,;0;0.93149,;0.84603,;0.90257,;0.50729,;0.031665,;0.0076287,;0;0.0075745,;0.0075745,;0.0075745
149;0.027356,;0.0084019,;0;0.9331,;0.84766,;0.90589,;0.51247,;0.032153,;0.0074266,;0;0.007558,;0.007558,;0.007558
150;0.026834,;0.0082264,;0;0.94211,;0.85727,;0.90657,;0.50246,;0.03159,;0.0074511,;0;0.0075415,;0.0075415,;0.0075415
151;0.027048,;0.0082418,;0;0.9366,;0.86305,;0.9091,;0.50677,;0.031725,;0.007521,;0;0.007525,;0.007525,;0.007525
152;0.026543,;0.0082126,;0;0.93265,;0.86404,;0.90756,;0.51875,;0.031336,;0.0073335,;0;0.0075085,;0.0075085,;0.0075085
153;0.027086,;0.0083884,;0;0.94899,;0.85926,;0.91152,;0.52021,;0.031555,;0.007367,;0;0.007492,;0.007492,;0.007492
154;0.027083,;0.0082235,;0;0.9383,;0.8503,;0.89744,;0.5023,;0.032376,;0.0076811,;0;0.0074755,;0.0074755,;0.0074755
155;0.026316,;0.0080963,;0;0.95377,;0.85259,;0.90468,;0.50783,;0.031973,;0.007592,;0;0.007459,;0.007459,;0.007459
156;0.02662,;0.0082607,;0;0.92838,;0.86134,;0.90278,;0.50285,;0.031765,;0.0075344,;0;0.0074425,;0.0074425,;0.0074425
157;0.026988,;0.0085446,;0;0.94104,;0.84077,;0.89988,;0.51027,;0.031324,;0.0074882,;0;0.007426,;0.007426,;0.007426
158;0.026198,;0.0082914,;0;0.93969,;0.85857,;0.90109,;0.49216,;0.032969,;0.0077007,;0;0.0074095,;0.0074095,;0.0074095
159;0.025939,;0.0081198,;0;0.93211,;0.84565,;0.90267,;0.49662,;0.032934,;0.0077473,;0;0.007393,;0.007393,;0.007393
160;0.026395,;0.008019,;0;0.93108,;0.86482,;0.9111,;0.51632,;0.031073,;0.0074085,;0;0.0073765,;0.0073765,;0.0073765
161;0.025559,;0.0079457,;0;0.94167,;0.85033,;0.90608,;0.50581,;0.031741,;0.0073912,;0;0.00736,;0.00736,;0.00736
162;0.026719,;0.0079746,;0;0.94119,;0.84305,;0.89965,;0.51192,;0.032265,;0.007506,;0;0.0073435,;0.0073435,;0.0073435
163;0.027,;0.0085659,;0;0.93999,;0.85112,;0.90491,;0.5038,;0.031603,;0.0075747,;0;0.007327,;0.007327,;0.007327
164;0.026179,;0.0081944,;0;0.92813,;0.85645,;0.90359,;0.50833,;0.031028,;0.0075008,;0;0.0073105,;0.0073105,;0.0073105
165;0.026285,;0.0081347,;0;0.93916,;0.85062,;0.90673,;0.50434,;0.031557,;0.007544,;0;0.007294,;0.007294,;0.007294
166;0.026614,;0.0080195,;0;0.94783,;0.84927,;0.90838,;0.51949,;0.030619,;0.0073785,;0;0.0072775,;0.0072775,;0.0072775
167;0.027176,;0.0083475,;0;0.94128,;0.859,;0.90978,;0.52341,;0.030101,;0.0072814,;0;0.007261,;0.007261,;0.007261
168;0.026639,;0.0079968,;0;0.93606,;0.85418,;0.9041,;0.50532,;0.031353,;0.0075682,;0;0.0072445,;0.0072445,;0.0072445
169;0.026158,;0.0082059,;0;0.93459,;0.85685,;0.90395,;0.49816,;0.032014,;0.0075917,;0;0.007228,;0.007228,;0.007228
170;0.025563,;0.008191,;0;0.92889,;0.85748,;0.91085,;0.51814,;0.031013,;0.0073823,;0;0.0072115,;0.0072115,;0.0072115
171;0.026718,;0.0082552,;0;0.93514,;0.85289,;0.90302,;0.5146,;0.031645,;0.0074869,;0;0.007195,;0.007195,;0.007195
172;0.026427,;0.0081563,;0;0.9408,;0.8499,;0.90656,;0.50724,;0.031677,;0.0074948,;0;0.0071785,;0.0071785,;0.0071785
173;0.026096,;0.0080275,;0;0.93313,;0.85939,;0.91027,;0.51945,;0.031033,;0.0073515,;0;0.007162,;0.007162,;0.007162
174;0.026435,;0.0082633,;0;0.9419,;0.86224,;0.90937,;0.51162,;0.0317,;0.007331,;0;0.0071455,;0.0071455,;0.0071455
175;0.026025,;0.0080702,;0;0.94142,;0.85957,;0.9134,;0.5161,;0.031173,;0.0073378,;0;0.007129,;0.007129,;0.007129
176;0.025621,;0.0080088,;0;0.9517,;0.85494,;0.91369,;0.52603,;0.030253,;0.007367,;0;0.0071125,;0.0071125,;0.0071125
177;0.025332,;0.0080962,;0;0.9448,;0.85981,;0.91143,;0.52088,;0.030322,;0.0073864,;0;0.007096,;0.007096,;0.007096
178;0.025789,;0.0080345,;0;0.93482,;0.86062,;0.90603,;0.51413,;0.030647,;0.0074269,;0;0.0070795,;0.0070795,;0.0070795
179;0.025401,;0.0081337,;0;0.94095,;0.83929,;0.90171,;0.50075,;0.032209,;0.0075865,;0;0.007063,;0.007063,;0.007063
180;0.025599,;0.0077735,;0;0.95426,;0.86229,;0.91924,;0.53207,;0.02991,;0.0073506,;0;0.0070465,;0.0070465,;0.0070465
181;0.026061,;0.0079925,;0;0.94755,;0.85575,;0.91075,;0.52121,;0.030861,;0.0074512,;0;0.00703,;0.00703,;0.00703
182;0.026418,;0.0081107,;0;0.94611,;0.85359,;0.90976,;0.50828,;0.031577,;0.0074352,;0;0.0070135,;0.0070135,;0.0070135
183;0.025795,;0.0079269,;0;0.94871,;0.85446,;0.91045,;0.51519,;0.0312,;0.0073979,;0;0.006997,;0.006997,;0.006997
184;0.025284,;0.0079368,;0;0.94179,;0.86548,;0.91427,;0.52594,;0.030789,;0.0073072,;0;0.0069805,;0.0069805,;0.0069805
185;0.025877,;0.0079983,;0;0.93121,;0.86657,;0.90873,;0.52147,;0.030951,;0.0074032,;0;0.006964,;0.006964,;0.006964
186;0.025503,;0.0080356,;0;0.92053,;0.86548,;0.89845,;0.50858,;0.031571,;0.0075775,;0;0.0069475,;0.0069475,;0.0069475
187;0.025479,;0.0080338,;0;0.93734,;0.85332,;0.90458,;0.51834,;0.030346,;0.0074639,;0;0.006931,;0.006931,;0.006931
188;0.025713,;0.0075893,;0;0.94598,;0.8657,;0.91346,;0.52472,;0.030556,;0.0072983,;0;0.0069145,;0.0069145,;0.0069145
189;0.025492,;0.0081125,;0;0.94101,;0.85312,;0.90861,;0.5192,;0.030876,;0.0073708,;0;0.006898,;0.006898,;0.006898
190;0.025553,;0.0078756,;0;0.94159,;0.85737,;0.91329,;0.52258,;0.030146,;0.0073467,;0;0.0068815,;0.0068815,;0.0068815
191;0.025272,;0.0081428,;0;0.94972,;0.85737,;0.91607,;0.51797,;0.030509,;0.0073634,;0;0.006865,;0.006865,;0.006865
192;0.024729,;0.0080151,;0;0.94784,;0.84927,;0.90997,;0.5208,;0.03037,;0.007519,;0;0.0068485,;0.0068485,;0.0068485
193;0.025019,;0.0079693,;0;0.9484,;0.86392,;0.91336,;0.52359,;0.030382,;0.0074068,;0;0.006832,;0.006832,;0.006832
194;0.025654,;0.007946,;0;0.93657,;0.85656,;0.91139,;0.52699,;0.030725,;0.0072104,;0;0.0068155,;0.0068155,;0.0068155
195;0.024625,;0.0078772,;0;0.93821,;0.85332,;0.91776,;0.53318,;0.030108,;0.0073648,;0;0.006799,;0.006799,;0.006799
196;0.025517,;0.0081566,;0;0.93004,;0.87264,;0.91828,;0.5138,;0.030872,;0.0074614,;0;0.0067825,;0.0067825,;0.0067825
197;0.025203,;0.0080866,;0;0.93878,;0.85656,;0.90882,;0.51471,;0.030727,;0.0075074,;0;0.006766,;0.006766,;0.006766
198;0.025545,;0.0077659,;0;0.94263,;0.86552,;0.91406,;0.52088,;0.030511,;0.0074798,;0;0.0067495,;0.0067495,;0.0067495
199;0.024691,;0.0079323,;0;0.93853,;0.87196,;0.91374,;0.52396,;0.030466,;0.0074773,;0;0.006733,;0.006733,;0.006733
200;0.025067,;0.0082423,;0;0.94711,;0.87061,;0.91165,;0.53042,;0.030364,;0.0074775,;0;0.0067165,;0.0067165,;0.0067165
201;0.024927,;0.0078474,;0;0.94766,;0.86062,;0.90924,;0.53096,;0.030023,;0.0074551,;0;0.0067,;0.0067,;0.0067
202;0.024411,;0.0080342,;0;0.94383,;0.8578,;0.9141,;0.52643,;0.030252,;0.0074572,;0;0.0066835,;0.0066835,;0.0066835
203;0.024595,;0.0076008,;0;0.95119,;0.85726,;0.91531,;0.5252,;0.030418,;0.0073445,;0;0.006667,;0.006667,;0.006667
204;0.024672,;0.0079862,;0;0.94902,;0.84487,;0.90726,;0.52516,;0.029983,;0.0073676,;0;0.0066505,;0.0066505,;0.0066505
205;0.024972,;0.0077851,;0;0.93713,;0.84603,;0.9048,;0.53009,;0.029884,;0.0073436,;0;0.006634,;0.006634,;0.006634
206;0.024828,;0.007637,;0;0.94167,;0.85332,;0.90958,;0.52675,;0.030691,;0.0074366,;0;0.0066175,;0.0066175,;0.0066175
207;0.025044,;0.0076284,;0;0.93969,;0.85865,;0.90951,;0.52387,;0.030825,;0.007623,;0;0.006601,;0.006601,;0.006601
208;0.025095,;0.0078298,;0;0.93796,;0.86386,;0.91196,;0.52857,;0.030087,;0.0074318,;0;0.0065845,;0.0065845,;0.0065845
209;0.024829,;0.0075762,;0;0.93496,;0.85041,;0.91118,;0.5278,;0.030097,;0.0074817,;0;0.006568,;0.006568,;0.006568
210;0.025078,;0.0076892,;0;0.94517,;0.86526,;0.91366,;0.52729,;0.030225,;0.007484,;0;0.0065515,;0.0065515,;0.0065515
211;0.024911,;0.008009,;0;0.92721,;0.86716,;0.9157,;0.51879,;0.030833,;0.007496,;0;0.006535,;0.006535,;0.006535
212;0.025268,;0.0078764,;0;0.9358,;0.86932,;0.9132,;0.52651,;0.030512,;0.0074124,;0;0.0065185,;0.0065185,;0.0065185
213;0.0251,;0.0079869,;0;0.92353,;0.86791,;0.91226,;0.51849,;0.030616,;0.0074327,;0;0.006502,;0.006502,;0.006502
214;0.024808,;0.0075656,;0;0.93149,;0.85938,;0.90905,;0.51994,;0.030172,;0.007386,;0;0.0064855,;0.0064855,;0.0064855
215;0.024174,;0.0076184,;0;0.94797,;0.85089,;0.91264,;0.52291,;0.030205,;0.0074518,;0;0.006469,;0.006469,;0.006469
216;0.024812,;0.007686,;0;0.94268,;0.86143,;0.91537,;0.52639,;0.030412,;0.0073932,;0;0.0064525,;0.0064525,;0.0064525
217;0.025039,;0.0079492,;0;0.95036,;0.85575,;0.9159,;0.53363,;0.030306,;0.007265,;0;0.006436,;0.006436,;0.006436
218;0.024917,;0.0079856,;0;0.94474,;0.87105,;0.91318,;0.52641,;0.030738,;0.0073085,;0;0.0064195,;0.0064195,;0.0064195
219;0.023916,;0.007841,;0;0.94239,;0.86171,;0.91321,;0.51422,;0.031071,;0.0073982,;0;0.006403,;0.006403,;0.006403
220;0.024569,;0.0076677,;0;0.95171,;0.85807,;0.91324,;0.51646,;0.03099,;0.0073852,;0;0.0063865,;0.0063865,;0.0063865
221;0.02434,;0.0077737,;0;0.94238,;0.86218,;0.91734,;0.53245,;0.030179,;0.0074202,;0;0.00637,;0.00637,;0.00637
222;0.024427,;0.00767,;0;0.93666,;0.85981,;0.91212,;0.52137,;0.030734,;0.0073646,;0;0.0063535,;0.0063535,;0.0063535
223;0.025064,;0.0078254,;0;0.9451,;0.85092,;0.91631,;0.52759,;0.030116,;0.0072467,;0;0.006337,;0.006337,;0.006337
224;0.024012,;0.0076484,;0;0.93183,;0.87115,;0.91576,;0.53281,;0.030461,;0.0073515,;0;0.0063205,;0.0063205,;0.0063205
225;0.023914,;0.0079546,;0;0.94381,;0.87193,;0.91818,;0.53091,;0.03047,;0.0074436,;0;0.006304,;0.006304,;0.006304
226;0.024342,;0.0076069,;0;0.93992,;0.87024,;0.9159,;0.52824,;0.030347,;0.0073196,;0;0.0062875,;0.0062875,;0.0062875
227;0.02398,;0.0077804,;0;0.94552,;0.85863,;0.9116,;0.52755,;0.030348,;0.0074172,;0;0.006271,;0.006271,;0.006271
228;0.023952,;0.0078426,;0;0.93555,;0.87116,;0.91349,;0.5367,;0.030178,;0.0074582,;0;0.0062545,;0.0062545,;0.0062545
229;0.024696,;0.0076292,;0;0.943,;0.87143,;0.91725,;0.53588,;0.030376,;0.0073792,;0;0.006238,;0.006238,;0.006238
230;0.023338,;0.0076465,;0;0.94231,;0.86386,;0.91304,;0.53355,;0.030251,;0.0074103,;0;0.0062215,;0.0062215,;0.0062215
231;0.024237,;0.0077863,;0;0.94538,;0.86968,;0.91356,;0.52383,;0.03039,;0.0073676,;0;0.006205,;0.006205,;0.006205
232;0.024697,;0.0080489,;0;0.94454,;0.87034,;0.9144,;0.53137,;0.030204,;0.007309,;0;0.0061885,;0.0061885,;0.0061885
233;0.023839,;0.0074648,;0;0.94697,;0.87277,;0.92243,;0.53796,;0.030008,;0.0072669,;0;0.006172,;0.006172,;0.006172
234;0.024188,;0.0077736,;0;0.93008,;0.87844,;0.91814,;0.52628,;0.030476,;0.0073282,;0;0.0061555,;0.0061555,;0.0061555
235;0.024735,;0.0077008,;0;0.93534,;0.86744,;0.91705,;0.53137,;0.029976,;0.0072707,;0;0.006139,;0.006139,;0.006139
236;0.023659,;0.0076584,;0;0.92715,;0.86637,;0.91646,;0.53288,;0.030224,;0.0073458,;0;0.0061225,;0.0061225,;0.0061225
237;0.023857,;0.0075964,;0;0.9295,;0.87682,;0.91594,;0.53029,;0.029973,;0.0073826,;0;0.006106,;0.006106,;0.006106
238;0.02319,;0.0077374,;0;0.94191,;0.86224,;0.91404,;0.5254,;0.03028,;0.0073583,;0;0.0060895,;0.0060895,;0.0060895
239;0.023452,;0.0076003,;0;0.94301,;0.85656,;0.91537,;0.53777,;0.029714,;0.0073978,;0;0.006073,;0.006073,;0.006073
240;0.0233,;0.0075611,;0;0.93947,;0.87763,;0.91641,;0.53538,;0.029758,;0.007431,;0;0.0060565,;0.0060565,;0.0060565
241;0.023558,;0.0075685,;0;0.93172,;0.86953,;0.91645,;0.52668,;0.030395,;0.007452,;0;0.00604,;0.00604,;0.00604
242;0.023817,;0.0075831,;0;0.92817,;0.87763,;0.9165,;0.53325,;0.029843,;0.0073472,;0;0.0060235,;0.0060235,;0.0060235
243;0.024074,;0.0074956,;0;0.94419,;0.87196,;0.91981,;0.52583,;0.030166,;0.0074142,;0;0.006007,;0.006007,;0.006007
244;0.023442,;0.0075423,;0;0.94789,;0.85501,;0.91353,;0.52699,;0.0301,;0.0073776,;0;0.0059905,;0.0059905,;0.0059905
245;0.02343,;0.0076407,;0;0.94679,;0.87186,;0.92123,;0.54261,;0.029553,;0.0073238,;0;0.005974,;0.005974,;0.005974
246;0.023455,;0.0075862,;0;0.94027,;0.86282,;0.91648,;0.5442,;0.029394,;0.0073049,;0;0.0059575,;0.0059575,;0.0059575
247;0.023945,;0.0076497,;0;0.93926,;0.86861,;0.91898,;0.53221,;0.030298,;0.0073812,;0;0.005941,;0.005941,;0.005941
248;0.024385,;0.0076899,;0;0.94846,;0.87601,;0.92022,;0.53743,;0.029673,;0.0073317,;0;0.0059245,;0.0059245,;0.0059245
249;0.023438,;0.0075258,;0;0.951,;0.86509,;0.9159,;0.53452,;0.029964,;0.0074345,;0;0.005908,;0.005908,;0.005908
250;0.02379,;0.0075976,;0;0.95159,;0.84522,;0.90961,;0.53039,;0.030332,;0.0075275,;0;0.0058915,;0.0058915,;0.0058915
251;0.023308,;0.007417,;0;0.95022,;0.85142,;0.91308,;0.53308,;0.02998,;0.0073992,;0;0.005875,;0.005875,;0.005875
252;0.023521,;0.0075055,;0;0.94552,;0.86305,;0.91456,;0.53113,;0.030345,;0.0074498,;0;0.0058585,;0.0058585,;0.0058585
253;0.022948,;0.0076078,;0;0.9436,;0.86386,;0.91567,;0.54239,;0.02969,;0.0074049,;0;0.005842,;0.005842,;0.005842
254;0.023201,;0.0074291,;0;0.94857,;0.86689,;0.92016,;0.53293,;0.029962,;0.0074258,;0;0.0058255,;0.0058255,;0.0058255
255;0.023836,;0.007486,;0;0.94934,;0.86555,;0.92108,;0.53563,;0.029236,;0.0073758,;0;0.005809,;0.005809,;0.005809
256;0.023679,;0.0076591,;0;0.9475,;0.87034,;0.92081,;0.54298,;0.029141,;0.0072597,;0;0.0057925,;0.0057925,;0.0057925
257;0.02288,;0.0073323,;0;0.951,;0.86499,;0.91681,;0.53462,;0.029583,;0.0073431,;0;0.005776,;0.005776,;0.005776
258;0.022648,;0.0072671,;0;0.93966,;0.87069,;0.92116,;0.54837,;0.029014,;0.0073082,;0;0.0057595,;0.0057595,;0.0057595
259;0.022996,;0.0074152,;0;0.94982,;0.86062,;0.92051,;0.54282,;0.029504,;0.0072295,;0;0.005743,;0.005743,;0.005743
260;0.023239,;0.0073944,;0;0.94008,;0.8645,;0.92056,;0.53935,;0.029704,;0.0072722,;0;0.0057265,;0.0057265,;0.0057265
261;0.022805,;0.0073696,;0;0.94207,;0.86548,;0.91866,;0.53486,;0.030048,;0.0073191,;0;0.00571,;0.00571,;0.00571
262;0.02339,;0.0073989,;0;0.93079,;0.87358,;0.91627,;0.53401,;0.030137,;0.0073611,;0;0.0056935,;0.0056935,;0.0056935
263;0.023261,;0.0073969,;0;0.94054,;0.8752,;0.92078,;0.54601,;0.029565,;0.007245,;0;0.005677,;0.005677,;0.005677
264;0.023649,;0.0075176,;0;0.93276,;0.88006,;0.9173,;0.53458,;0.030248,;0.0074348,;0;0.0056605,;0.0056605,;0.0056605
265;0.023115,;0.0075479,;0;0.95077,;0.86305,;0.91766,;0.53356,;0.029521,;0.0072592,;0;0.005644,;0.005644,;0.005644
266;0.023384,;0.0076818,;0;0.93888,;0.87186,;0.9241,;0.55314,;0.02875,;0.00712,;0;0.0056275,;0.0056275,;0.0056275
267;0.022704,;0.0074528,;0;0.94004,;0.87277,;0.9193,;0.54627,;0.029193,;0.0072151,;0;0.005611,;0.005611,;0.005611
268;0.022703,;0.0073789,;0;0.93125,;0.87811,;0.91988,;0.54134,;0.02953,;0.0072554,;0;0.0055945,;0.0055945,;0.0055945
269;0.023076,;0.0071601,;0;0.94381,;0.85759,;0.91617,;0.53864,;0.029538,;0.0073166,;0;0.005578,;0.005578,;0.005578
270;0.02389,;0.0074323,;0;0.93322,;0.86953,;0.91803,;0.53897,;0.029498,;0.0072977,;0;0.0055615,;0.0055615,;0.0055615
271;0.0233,;0.0073789,;0;0.93052,;0.86822,;0.91722,;0.54295,;0.029612,;0.0073687,;0;0.005545,;0.005545,;0.005545
272;0.023973,;0.0074606,;0;0.93422,;0.87471,;0.91975,;0.53982,;0.029894,;0.0074047,;0;0.0055285,;0.0055285,;0.0055285
273;0.023277,;0.007284,;0;0.94178,;0.86516,;0.91745,;0.53582,;0.029921,;0.007346,;0;0.005512,;0.005512,;0.005512
274;0.022655,;0.007196,;0;0.9436,;0.86776,;0.92141,;0.53714,;0.029782,;0.007308,;0;0.0054955,;0.0054955,;0.0054955
275;0.022386,;0.0073139,;0;0.94494,;0.86467,;0.92193,;0.54406,;0.029415,;0.0072737,;0;0.005479,;0.005479,;0.005479
276;0.023252,;0.0072907,;0;0.93817,;0.86062,;0.91503,;0.53963,;0.029715,;0.007355,;0;0.0054625,;0.0054625,;0.0054625
277;0.023207,;0.007448,;0;0.93314,;0.87087,;0.91641,;0.54127,;0.029796,;0.0072948,;0;0.005446,;0.005446,;0.005446
278;0.022818,;0.0073388,;0;0.93934,;0.87682,;0.92034,;0.54391,;0.029635,;0.0072492,;0;0.0054295,;0.0054295,;0.0054295
279;0.02276,;0.0075442,;0;0.95024,;0.85981,;0.92148,;0.54789,;0.02954,;0.0072627,;0;0.005413,;0.005413,;0.005413
