               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.030199,           0.0092945,                   0,             0.92507,             0.83101,             0.88867,             0.46903,            0.032738,           0.0076689,                   0,           0.0088615,           0.0088615,           0.0088615
                  71,            0.030241,           0.0093665,                   0,             0.93298,             0.82968,             0.89552,             0.47442,            0.032851,           0.0077284,                   0,            0.008845,            0.008845,            0.008845
                  72,            0.030278,           0.0094072,                   0,             0.92667,             0.82401,             0.89349,             0.47511,            0.032771,           0.0077855,                   0,           0.0088285,           0.0088285,           0.0088285
                  73,            0.029755,           0.0092576,                   0,              0.9385,             0.81686,             0.89347,             0.48252,            0.032635,           0.0078154,                   0,            0.008812,            0.008812,            0.008812
                  74,            0.029862,           0.0092106,                   0,             0.91207,             0.84965,             0.90223,             0.48317,            0.032667,           0.0077386,                   0,           0.0087955,           0.0087955,           0.0087955
                  75,            0.029902,           0.0092674,                   0,              0.9253,             0.83379,             0.89718,             0.47975,             0.03261,           0.0078625,                   0,            0.008779,            0.008779,            0.008779
                  76,            0.029807,           0.0094147,                   0,             0.92745,             0.83983,             0.89976,             0.48524,            0.032549,           0.0077134,                   0,           0.0087625,           0.0087625,           0.0087625
                  77,            0.029453,           0.0092693,                   0,             0.94946,             0.82281,             0.89532,             0.47425,            0.033253,           0.0077356,                   0,            0.008746,            0.008746,            0.008746
                  78,            0.029295,            0.009216,                   0,             0.93116,             0.83131,             0.89726,              0.4811,            0.032898,            0.007752,                   0,           0.0087295,           0.0087295,           0.0087295
                  79,            0.029403,           0.0092321,                   0,             0.91955,             0.83131,             0.89513,             0.47345,            0.032921,           0.0077156,                   0,            0.008713,            0.008713,            0.008713
                  80,            0.029377,           0.0092411,                   0,             0.91889,             0.83779,             0.89803,             0.47277,            0.033399,           0.0077271,                   0,           0.0086965,           0.0086965,           0.0086965
                  81,            0.029479,           0.0092186,                   0,             0.92938,             0.84323,             0.90308,             0.48149,            0.032528,           0.0077237,                   0,             0.00868,             0.00868,             0.00868
                  82,            0.028694,           0.0090853,                   0,              0.9398,              0.8356,             0.90318,             0.48622,            0.032485,           0.0076502,                   0,           0.0086635,           0.0086635,           0.0086635
                  83,              0.0286,           0.0090252,                   0,             0.93987,               0.824,             0.89288,             0.48276,            0.032736,           0.0076915,                   0,            0.008647,            0.008647,            0.008647
                  84,            0.029217,           0.0091262,                   0,             0.93595,             0.84138,             0.89984,             0.48432,            0.032533,           0.0076389,                   0,           0.0086305,           0.0086305,           0.0086305
                  85,            0.029274,           0.0091845,                   0,             0.92635,             0.83644,              0.9022,             0.48987,            0.032441,           0.0075931,                   0,            0.008614,            0.008614,            0.008614
                  86,             0.02939,           0.0090181,                   0,             0.92917,              0.8405,             0.90067,             0.48179,            0.032652,           0.0076881,                   0,           0.0085975,           0.0085975,           0.0085975
                  87,            0.029556,           0.0090754,                   0,             0.93162,             0.83536,             0.90165,             0.48011,            0.032391,           0.0076888,                   0,            0.008581,            0.008581,            0.008581
